location,size,total_sqft,bath,price,bhk,price_per_sqft,bath_per_bhk,sqft_per_bhk
Horamavu Banaswadi,2 BHK,1272.0,2.0,53.74,2,4224.842767295598,1.0,636.0
Kereguddadahalli,3 BHK,1240.0,3.0,43.77,3,3529.8387096774195,1.0,413.3333333333333
Yelahanka,2 BHK,1100.0,2.0,89.26,2,8114.545454545455,1.0,550.0
Ambalipura,2 BHK,896.0,2.0,55.88,2,6236.607142857143,1.0,448.0
Rachenahalli,4 BHK,3657.0,5.0,192.07,4,5252.119223407164,1.25,914.25
BTM 2nd Stage,2 BHK,1200.0,2.0,80.5,2,6708.333333333333,1.0,600.0
Ramagondanahalli,4 BHK,2800.0,4.0,133.81,4,4778.928571428572,1.0,700.0
Hebbal,4 BHK,2790.0,4.0,325.01,4,11649.10394265233,1.0,697.5
Ambalipura,3 BHK,3500.0,3.0,206.18,3,5890.857142857143,1.0,1166.6666666666667
Ramamurthy Nagar,3 Bedroom,3600.0,3.0,174.92,3,4858.888888888889,1.0,1200.0
Sarjapur,2 BHK,1500.0,2.0,136.7,2,9113.333333333332,1.0,750.0
S R Layout,2 BHK,1096.0,2.0,48.57,2,4431.569343065694,1.0,548.0
GD Layout,2 BHK,1094.0,2.0,52.89,2,4834.5521023766,1.0,547.0
Vittal Nagar,2 BHK,1100.0,2.0,48.51,2,4410.0,1.0,550.0
Iblur Village,4 BHK,2987.5,5.0,238.79,4,7992.970711297071,1.25,746.875
Koramangala,4 BHK,2503.0,6.0,392.22,4,15669.996004794248,1.5,625.75
Nagarbhavi,2 BHK,1145.0,2.0,99.39,2,8680.349344978165,1.0,572.5
Rachenahalli,3 BHK,1550.0,3.0,76.91,3,4961.935483870968,1.0,516.6666666666666
Seegehalli,3 BHK,1830.0,4.0,96.77,3,5287.978142076503,1.3333333333333333,610.0
Hoodi,3 BHK,1746.0,3.0,167.86,3,9613.97479954181,1.0,582.0
Maruthi Sevanagar,4 Bedroom,1280.0,4.0,82.66,4,6457.8125,1.0,320.0
Kengeri,2 BHK,918.0,2.0,55.42,2,6037.037037037037,1.0,459.0
Chandapura,1 BHK,645.0,1.0,37.8,1,5860.465116279069,1.0,645.0
Banashankari Stage III,3 BHK,1305.0,2.0,67.73,3,5190.038314176245,0.6666666666666666,435.0
Thigalarapalya,2 BHK,1207.0,2.0,90.69,2,7513.670256835128,1.0,603.5
Thanisandra,3 BHK,1678.0,3.0,138.42,3,8249.106078665076,1.0,559.3333333333334
Kaggalipura,2 BHK,950.0,2.0,48.73,2,5129.473684210527,1.0,475.0
Electronic City,2 BHK,1070.0,2.0,62.18,2,5811.214953271028,1.0,535.0
Ardendale,3 BHK,1732.46,3.0,99.69,3,5754.245408263394,1.0,577.4866666666667
Attibele,3 BHK,1639.0,2.0,92.55,3,5646.735814521049,0.6666666666666666,546.3333333333334
Marathahalli,2 BHK,1360.0,2.0,122.3,2,8992.64705882353,1.0,680.0
Malleshpalya,4 Bedroom,2592.0,4.0,125.79,4,4853.009259259259,1.0,648.0
RMV 2nd Stage,3 Bedroom,4470.0,3.0,560.9,3,12548.098434004474,1.0,1490.0
Lakshminarayana Pura,3 BHK,1656.0,3.0,108.52,3,6553.140096618357,1.0,552.0
Sarjapur  Road,2 BHK,985.0,2.0,58.57,2,5946.192893401016,1.0,492.5
Dodda Nekkundi,3 BHK,1999.0,3.0,89.48,3,4476.23811905953,1.0,666.3333333333334
7th Phase JP Nagar,2 BHK,1050.0,2.0,69.09,2,6580.0,1.0,525.0
Whitefield,3 BHK,1440.0,2.0,134.11,3,9313.194444444445,0.6666666666666666,480.0
Basavangudi,3 BHK,1600.0,2.0,149.89,3,9368.124999999998,0.6666666666666666,533.3333333333334
Ramagondanahalli,2 BHK,1253.0,2.0,54.22,2,4327.214684756585,1.0,626.5
Shirdi Sai Nagar,3 Bedroom,1200.0,3.0,90.14,3,7511.666666666667,1.0,400.0
Padmanabhanagar,3 BHK,1360.0,2.0,73.63,3,5413.970588235294,0.6666666666666666,453.3333333333333
Hagadur,2 BHK,1086.0,2.0,49.09,2,4520.257826887661,1.0,543.0
Wilson Garden,3 BHK,1655.0,3.0,166.92,3,10085.800604229606,1.0,551.6666666666666
Old Madras Road,4 Bedroom,2600.0,4.0,155.95,4,5998.076923076922,1.0,650.0
Sarjapur  Road,2 BHK,1418.0,2.0,81.48,2,5746.121297602257,1.0,709.0
Kalena Agrahara,2 BHK,1270.0,2.0,65.63,2,5167.716535433071,1.0,635.0
Begur Road,3 BHK,1410.0,2.0,99.26,3,7039.7163120567375,0.6666666666666666,470.0
"JP Nagar 7th Phase, ",2 BHK,1150.0,2.0,74.47,2,6475.652173913043,1.0,575.0
Ramamurthy Nagar,2 Bedroom,600.0,3.0,28.6,2,4766.666666666667,1.5,300.0
Raghuvanahalli,3 BHK,1440.0,3.0,66.82,3,4640.277777777777,1.0,480.0
J C Nagar,3 Bedroom,1200.0,2.0,79.22,3,6601.666666666667,0.6666666666666666,400.0
Sadduguntepalya,2 BHK,1200.0,2.0,75.77,2,6314.166666666667,1.0,600.0
Begur Road,3 BHK,1410.0,2.0,104.17,3,7387.943262411348,0.6666666666666666,470.0
Chandapura,4 Bedroom,1200.0,5.0,76.7,4,6391.666666666667,1.25,300.0
Whitefield,1 BHK,624.0,1.0,52.41,1,8399.038461538461,1.0,624.0
Electronic City,2 BHK,1060.0,2.0,61.53,2,5804.7169811320755,1.0,530.0
Hebbal,4 BHK,3960.0,5.0,429.22,4,10838.888888888889,1.25,990.0
Whitefield,2 Bedroom,1200.0,2.0,113.98,2,9498.333333333334,1.0,600.0
Vidyaranyapura,4 Bedroom,1200.0,4.0,63.23,4,5269.166666666667,1.0,300.0
Sarjapur,4 BHK,1917.0,3.0,179.12,4,9343.76630151278,0.75,479.25
KR Puram,2 BHK,950.0,2.0,68.03,2,7161.0526315789475,1.0,475.0
Channasandra,2 Bedroom,3040.0,2.0,108.56,2,3571.0526315789475,1.0,1520.0
BTM 2nd Stage,3 BHK,1250.0,3.0,81.42,3,6513.6,1.0,416.6666666666667
Vishwapriya Layout,2 BHK,1235.0,2.0,47.45,2,3842.1052631578946,1.0,617.5
Budigere,1 BHK,722.0,1.0,36.45,1,5048.476454293629,1.0,722.0
Kanakpura Road,4 Bedroom,2775.0,3.0,134.64,4,4851.891891891892,0.75,693.75
Sarjapur  Road,2 BHK,1200.0,2.0,69.98,2,5831.666666666667,1.0,600.0
Bannerghatta Road,3 BHK,1400.0,3.0,128.0,3,9142.857142857143,1.0,466.6666666666667
Mallathahalli,3 BHK,1225.0,3.0,61.05,3,4983.673469387755,1.0,408.3333333333333
Marathahalli,2 BHK,1220.0,2.0,115.38,2,9457.377049180328,1.0,610.0
Nagavarapalya,1 BHK,705.0,1.0,49.84,1,7069.50354609929,1.0,705.0
Battarahalli,3 BHK,1880.0,3.0,95.03,3,5054.787234042553,1.0,626.6666666666666
Yelahanka,2 Bedroom,1200.0,2.0,95.63,2,7969.166666666667,1.0,600.0
Doddakammanahalli,3 BHK,1550.0,2.0,70.43,3,4543.8709677419365,0.6666666666666666,516.6666666666666
Lingadheeranahalli,3 BHK,1893.0,3.0,125.77,3,6643.951399894348,1.0,631.0
HMT Layout,3 BHK,1650.0,3.0,85.01,3,5152.121212121212,1.0,550.0
Chikkathoguru,2 BHK,1113.0,2.0,43.57,2,3914.6451033243484,1.0,556.5
BEL Road,2 Bedroom,1500.0,2.0,186.99,2,12466.0,1.0,750.0
Sarjapur  Road,3 BHK,1586.0,3.0,93.27,3,5880.832282471627,1.0,528.6666666666666
Seegehalli,3 Bedroom,4000.0,3.0,203.68,3,5092.0,1.0,1333.3333333333333
Yelahanka New Town,3 BHK,1541.0,3.0,79.39,3,5151.849448410123,1.0,513.6666666666666
Haralur Road,3 BHK,1830.0,3.0,175.55,3,9592.896174863388,1.0,610.0
Kodigehalli,2 BHK,1200.0,2.0,99.62,2,8301.666666666666,1.0,600.0
Bidrahalli,3 Bedroom,1800.0,2.0,89.77,3,4987.222222222223,0.6666666666666666,600.0
Bommasandra,2 BHK,1015.0,2.0,39.18,2,3860.0985221674878,1.0,507.5
Raja Rajeshwari Nagar,2 BHK,1120.0,2.0,48.83,2,4359.821428571428,1.0,560.0
Hoodi,1 BHK,706.0,1.0,60.31,1,8542.492917847025,1.0,706.0
Medi Agrahara,4 Bedroom,1350.0,4.0,88.56,4,6560.0,1.0,337.5
Kanakpura Road,3 Bedroom,1900.0,3.0,97.91,3,5153.1578947368425,1.0,633.3333333333334
Harlur,4 Bedroom,1200.0,4.0,120.94,4,10078.333333333334,1.0,300.0
Seegehalli,4 BHK,3000.0,5.0,157.95,4,5264.999999999999,1.25,750.0
Bisuvanahalli,3 BHK,1075.0,2.0,45.53,3,4235.3488372093025,0.6666666666666666,358.3333333333333
Kanakpura Road,2 BHK,1290.0,2.0,65.14,2,5049.612403100775,1.0,645.0
Akshaya Nagar,2 BHK,1200.0,2.0,89.15,2,7429.166666666667,1.0,600.0
Hormavu,2 BHK,1150.0,2.0,55.53,2,4828.695652173913,1.0,575.0
Uttarahalli,3 BHK,1360.0,2.0,55.56,3,4085.294117647059,0.6666666666666666,453.3333333333333
4th Block Koramangala,9 BHK,4500.0,9.0,625.68,9,13903.999999999998,1.0,500.0
whitefiled,2 BHK,935.0,2.0,32.97,2,3526.2032085561495,1.0,467.5
Cox Town,3 BHK,1730.0,3.0,139.71,3,8075.722543352601,1.0,576.6666666666666
Sarjapur  Road,2 BHK,1260.0,2.0,71.66,2,5687.3015873015875,1.0,630.0
Marathahalli,4 Bedroom,4000.0,4.0,388.92,4,9723.0,1.0,1000.0
Marathahalli,2 BHK,950.0,2.0,84.11,2,8853.684210526315,1.0,475.0
Subbannaiah Palya,2 Bedroom,600.0,3.0,83.41,2,13901.666666666666,1.5,300.0
Vadarpalya,5 Bedroom,2500.0,5.0,144.6,5,5784.0,1.0,500.0
Hegde Nagar,4 BHK,3216.0,5.0,224.09,4,6967.972636815921,1.25,804.0
Budigere,3 BHK,1991.0,4.0,103.75,3,5210.949271722752,1.3333333333333333,663.6666666666666
Sarjapur  Road,2 BHK,1115.0,2.0,60.66,2,5440.358744394619,1.0,557.5
Koramangala,3 BHK,1900.0,3.0,274.99,3,14473.157894736842,1.0,633.3333333333334
Whitefield,2 BHK,1109.0,2.0,97.02,2,8748.422001803427,1.0,554.5
Rajiv Nagar,4 BHK,2340.0,5.0,156.43,4,6685.042735042735,1.25,585.0
Whitefield,4 Bedroom,4356.0,5.0,433.12,4,9943.067033976125,1.25,1089.0
9th Phase JP Nagar,2 BHK,1005.0,2.0,49.03,2,4878.606965174129,1.0,502.5
Kengeri,1 BHK,416.0,1.0,24.63,1,5920.673076923077,1.0,416.0
1st Phase JP Nagar,2 BHK,1394.0,2.0,111.21,2,7977.761836441894,1.0,697.0
Harlur,3 BHK,2138.0,3.0,220.77,3,10326.00561272217,1.0,712.6666666666666
Richards Town,3 BHK,1550.0,3.0,163.59,3,10554.193548387097,1.0,516.6666666666666
Nagavarapalya,3 BHK,1300.0,3.0,104.31,3,8023.846153846154,1.0,433.3333333333333
Thanisandra,2 BHK,1265.0,2.0,104.3,2,8245.05928853755,1.0,632.5
Manorayana Palya,2 BHK,1140.0,2.0,54.37,2,4769.298245614035,1.0,570.0
BCC Layout,2 BHK,1050.0,2.0,87.15,2,8300.0,1.0,525.0
Thanisandra,2 BHK,1100.0,2.0,88.4,2,8036.363636363636,1.0,550.0
Varthur,2 BHK,1012.0,2.0,89.79,2,8872.529644268774,1.0,506.0
Varthur,4 Bedroom,1600.0,4.0,152.9,4,9556.25,1.0,400.0
Yelahanka,2 BHK,1326.0,2.0,105.28,2,7939.668174962293,1.0,663.0
Hebbal Kempapura,3 BHK,1654.0,2.0,144.41,3,8730.955259975815,0.6666666666666666,551.3333333333334
Jeevan bima nagar,3 Bedroom,1705.0,2.0,176.16,3,10331.964809384164,0.6666666666666666,568.3333333333334
Chikkalasandra,2 BHK,1070.0,2.0,46.44,2,4340.186915887851,1.0,535.0
Whitefield,3 BHK,1700.0,3.0,155.33,3,9137.058823529413,1.0,566.6666666666666
Bhoganhalli,2 BHK,910.2,2.0,48.15,2,5290.04614370468,1.0,455.1
Kogilu,2 BHK,1140.0,2.0,51.21,2,4492.105263157895,1.0,570.0
Whitefield,4 Bedroom,4960.0,4.0,460.83,4,9290.927419354839,1.0,1240.0
Talaghattapura,3 BHK,2254.0,3.0,133.8,3,5936.11357586513,1.0,751.3333333333334
Kanakapura,2 BHK,945.0,2.0,45.7,2,4835.978835978836,1.0,472.5
Begur Road,4 BHK,2462.0,6.0,189.3,4,7688.870836718115,1.5,615.5
Giri Nagar,3 Bedroom,1350.0,3.0,230.4,3,17066.666666666668,1.0,450.0
Marathahalli,1 BHK,615.0,1.0,51.85,1,8430.894308943089,1.0,615.0
Ramamurthy Nagar,2 Bedroom,1110.0,2.0,53.6,2,4828.828828828829,1.0,555.0
Haralur Road,1 BHK,575.0,1.0,50.67,1,8812.173913043478,1.0,575.0
Electronic City,2 BHK,1025.0,2.0,59.6,2,5814.634146341464,1.0,512.5
Vinayak Nagar,3 BHK,1758.0,3.0,91.66,3,5213.8794084186575,1.0,586.0
Gopalapura,4 BHK,3179.0,5.0,470.87,4,14811.890531613715,1.25,794.75
Kaikondrahalli,3 BHK,1342.0,3.0,85.34,3,6359.165424739195,1.0,447.3333333333333
Kalyan nagar,3 BHK,1800.0,3.0,98.71,3,5483.888888888889,1.0,600.0
Whitefield,4 BHK,2928.0,4.0,295.93,4,10106.898907103825,1.0,732.0
Doddathoguru,2 BHK,1140.0,2.0,41.8,2,3666.666666666666,1.0,570.0
Raja Rajeshwari Nagar,2 BHK,1608.0,2.0,68.57,2,4264.3034825870645,1.0,804.0
Kadugodi,3 BHK,1645.0,2.0,132.74,3,8069.300911854103,0.6666666666666666,548.3333333333334
Ramamurthy Nagar,3 BHK,1410.0,2.0,68.03,3,4824.822695035461,0.6666666666666666,470.0
Harlur,2 BHK,1200.0,2.0,106.52,2,8876.666666666666,1.0,600.0
8th Phase JP Nagar,3 BHK,1275.0,2.0,59.2,3,4643.137254901961,0.6666666666666666,425.0
Dodda Nekkundi,4 Bedroom,3800.0,4.0,178.9,4,4707.894736842105,1.0,950.0
Kada Agrahara,3 BHK,909.0,2.0,34.52,3,3797.579757975798,0.6666666666666666,303.0
Basavanapura,2 Bedroom,1200.0,3.0,54.86,2,4571.666666666667,1.5,600.0
Kalyan nagar,2 BHK,1080.0,2.0,59.56,2,5514.814814814815,1.0,540.0
Madanayakahalli,2 Bedroom,1200.0,2.0,32.41,2,2700.833333333333,1.0,600.0
Akshaya Nagar,2 BHK,1092.0,2.0,85.81,2,7858.058608058608,1.0,546.0
Jalahalli,3 BHK,1932.0,4.0,121.66,3,6297.101449275362,1.3333333333333333,644.0
KR Puram,2 BHK,1156.0,2.0,85.22,2,7371.972318339101,1.0,578.0
Bellandur,2 BHK,924.0,2.0,94.83,2,10262.987012987012,1.0,462.0
Thubarahalli,2 BHK,1330.0,2.0,75.36,2,5666.165413533835,1.0,665.0
Thanisandra,3 BHK,1917.0,4.0,152.31,3,7945.226917057903,1.3333333333333333,639.0
Chandapura,2 BHK,985.0,2.0,58.86,2,5975.634517766497,1.0,492.5
Mahalakshmi Puram,6 Bedroom,2400.0,6.0,412.8,6,17200.0,1.0,400.0
Richmond Town,4 Bedroom,1800.0,5.0,296.24,4,16457.777777777777,1.25,450.0
Mahalakshmi Puram,2 Bedroom,1290.0,1.0,209.95,2,16275.193798449613,0.5,645.0
Kodigehalli,1 BHK,655.0,1.0,50.7,1,7740.458015267175,1.0,655.0
4th Block Koramangala,3 BHK,1800.0,3.0,230.29,3,12793.888888888889,1.0,600.0
Margondanahalli,4 Bedroom,1360.0,2.0,75.02,4,5516.176470588235,0.5,340.0
Bellandur,3 BHK,1785.0,3.0,187.87,3,10524.929971988795,1.0,595.0
Kadugodi,7 BHK,4000.0,7.0,358.72,7,8968.0,1.0,571.4285714285714
Hebbal,3 BHK,1645.0,3.0,168.02,3,10213.981762917932,1.0,548.3333333333334
Gottigere,2 BHK,1235.0,2.0,54.34,2,4400.0,1.0,617.5
Anandapura,2 Bedroom,900.0,2.0,36.59,2,4065.555555555556,1.0,450.0
Thanisandra,1 BHK,662.0,1.0,53.84,1,8132.930513595166,1.0,662.0
Whitefield,2 BHK,1215.0,2.0,109.95,2,9049.382716049382,1.0,607.5
Bisuvanahalli,2 BHK,845.0,2.0,34.28,2,4056.804733727811,1.0,422.5
Sarjapur  Road,3 BHK,1525.0,2.0,85.74,3,5622.295081967213,0.6666666666666666,508.3333333333333
Jaladarsini Layout,2 BHK,1000.0,2.0,46.67,2,4667.0,1.0,500.0
Hebbal,3 BHK,1255.0,2.0,123.54,3,9843.824701195219,0.6666666666666666,418.3333333333333
Mysore Road,3 BHK,1560.0,3.0,79.93,3,5123.717948717949,1.0,520.0
Kasavanhalli,3 Bedroom,2100.0,3.0,122.98,3,5856.190476190476,1.0,700.0
Kodichikkanahalli,3 BHK,1620.0,2.0,75.38,3,4653.086419753086,0.6666666666666666,540.0
Marathahalli,3 BHK,1595.0,3.0,143.39,3,8989.968652037616,1.0,531.6666666666666
Basavanapura,2 BHK,1095.0,2.0,47.88,2,4372.602739726028,1.0,547.5
9th Phase JP Nagar,2 BHK,835.0,2.0,40.11,2,4803.592814371257,1.0,417.5
Hennur Road,3 BHK,2182.0,3.0,130.61,3,5985.792850595784,1.0,727.3333333333334
Thigalarapalya,2 BHK,1418.0,2.0,102.38,2,7220.028208744711,1.0,709.0
Sanjay nagar,3 BHK,1900.0,2.0,132.96,3,6997.894736842105,0.6666666666666666,633.3333333333334
Whitefield,3 BHK,2700.0,5.0,254.66,3,9431.851851851852,1.6666666666666667,900.0
BTM 2nd Stage,2 BHK,1070.0,2.0,71.05,2,6640.186915887851,1.0,535.0
Electronics City Phase 1,1 BHK,755.0,1.0,34.31,1,4544.3708609271525,1.0,755.0
Hebbal,3 BHK,1645.0,3.0,170.72,3,10378.115501519756,1.0,548.3333333333334
Sarjapur,3 Bedroom,2400.0,3.0,222.14,3,9255.833333333334,1.0,800.0
Chandapura,1 BHK,645.0,1.0,35.64,1,5525.581395348837,1.0,645.0
4th T block Jayanagar,4 BHK,3900.0,4.0,368.39,4,9445.897435897436,1.0,975.0
Attur Layout,3 Bedroom,2400.0,4.0,134.71,3,5612.916666666667,1.3333333333333333,800.0
Electronics City Phase 1,2 BHK,919.0,2.0,44.73,2,4867.247007616975,1.0,459.5
Bannerghatta Road,3 BHK,1725.0,3.0,156.34,3,9063.188405797102,1.0,575.0
Sarjapur  Road,2 BHK,1346.0,2.0,76.29,2,5667.904903417534,1.0,673.0
Electronic City Phase II,2 BHK,1070.0,2.0,30.96,2,2893.457943925234,1.0,535.0
Begur Road,2 BHK,1225.0,2.0,88.94,2,7260.408163265306,1.0,612.5
Neeladri Nagar,1 BHK,640.0,1.0,25.07,1,3917.1875,1.0,640.0
Chikkalasandra,3 BHK,1310.0,2.0,58.77,3,4486.259541984733,0.6666666666666666,436.6666666666667
Kanakapura,2 BHK,1190.0,2.0,59.18,2,4973.109243697479,1.0,595.0
Basavanna Nagar,3 BHK,1645.0,3.0,101.27,3,6156.231003039514,1.0,548.3333333333334
Marathahalli,2 BHK,1350.0,2.0,124.29,2,9206.666666666666,1.0,675.0
Vittasandra,2 BHK,1404.0,2.0,70.12,2,4994.3019943019945,1.0,702.0
Electronic City,3 BHK,1105.0,2.0,66.21,3,5991.855203619909,0.6666666666666666,368.3333333333333
Kanakpura Road,2 BHK,900.0,2.0,43.64,2,4848.888888888889,1.0,450.0
A Narayanapura,4 Bedroom,1650.0,4.0,104.33,4,6323.030303030303,1.0,412.5
Dodda Nekkundi,2 BHK,1100.0,2.0,48.42,2,4401.818181818182,1.0,550.0
Thanisandra,4 Bedroom,2100.0,4.0,170.77,4,8131.9047619047615,1.0,525.0
Thanisandra,3 BHK,1948.0,3.0,159.64,3,8195.071868583162,1.0,649.3333333333334
Singasandra,3 BHK,1464.0,3.0,68.11,3,4652.3224043715845,1.0,488.0
Raja Rajeshwari Nagar,2 BHK,1210.0,2.0,50.99,2,4214.0495867768595,1.0,605.0
Yelahanka,5 Bedroom,4000.0,5.0,332.04,5,8301.000000000002,1.0,800.0
Brooke Bond First Cross,2 BHK,1252.0,2.0,68.78,2,5493.610223642173,1.0,626.0
Sarjapur  Road,5 BHK,3905.0,7.0,250.35,5,6411.01152368758,1.4,781.0
Kundalahalli Colony,3 BHK,2600.0,3.0,152.57,3,5868.076923076923,1.0,866.6666666666666
7th Phase JP Nagar,3 BHK,1300.0,3.0,91.56,3,7043.076923076923,1.0,433.3333333333333
7th Phase JP Nagar,2 BHK,1130.0,2.0,74.38,2,6582.300884955752,1.0,565.0
Budigere,4 Bedroom,1200.0,3.0,64.49,4,5374.166666666666,0.75,300.0
Thanisandra,3 BHK,1690.0,3.0,133.44,3,7895.857988165681,1.0,563.3333333333334
Padmanabhanagar,3 Bedroom,4500.0,4.0,254.61,3,5658.0,1.3333333333333333,1500.0
Tasker Town,2 BHK,950.0,2.0,60.6,2,6378.9473684210525,1.0,475.0
Marathahalli,2 BHK,1020.0,2.0,85.85,2,8416.666666666666,1.0,510.0
"Hoodi Circle, ",4 BHK,2107.0,4.0,108.28,4,5139.0602752729,1.0,526.75
Marathahalli,3 BHK,1735.0,3.0,155.94,3,8987.896253602305,1.0,578.3333333333334
Sarjapur  Road,2 BHK,915.0,2.0,52.27,2,5712.568306010929,1.0,457.5
Glass Factory Layout,3 BHK,1450.0,3.0,60.58,3,4177.931034482759,1.0,483.3333333333333
Thigalarapalya,3 BHK,2215.0,4.0,172.06,3,7767.945823927766,1.3333333333333333,738.3333333333334
Raghavendra Nagar,3 BHK,2431.0,3.0,103.0,3,4236.939531057178,1.0,810.3333333333334
Hennur Road,3 BHK,1804.0,3.0,114.1,3,6324.8337028824835,1.0,601.3333333333334
Marathahalli,2 BHK,1600.0,3.0,145.47,2,9091.875,1.5,800.0
Uttarahalli,2 BHK,1280.0,2.0,50.02,2,3907.8125,1.0,640.0
Hebbal,3 BHK,1255.0,3.0,128.34,3,10226.294820717132,1.0,418.3333333333333
Koramangala,2 BHK,1320.0,2.0,177.34,2,13434.848484848484,1.0,660.0
Hoodi,2 BHK,1257.0,2.0,114.51,2,9109.785202863963,1.0,628.5
Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,53.26,2,4295.1612903225805,1.0,620.0
Milk Colony,4 Bedroom,1200.0,4.0,273.46,4,22788.33333333333,1.0,300.0
Bannerghatta Road,6 Bedroom,1850.0,6.0,183.52,6,9920.0,1.0,308.3333333333333
Hulimavu,2 BHK,1255.0,2.0,68.45,2,5454.183266932271,1.0,627.5
Ananth Nagar,2 BHK,870.0,2.0,24.48,2,2813.793103448276,1.0,435.0
Tumkur Road,3 BHK,1789.0,3.0,117.54,3,6570.1509223029625,1.0,596.3333333333334
Electronic City,2 BHK,660.0,1.0,39.65,2,6007.575757575758,0.5,330.0
Coffee Board Layout,2 BHK,1155.0,2.0,62.81,2,5438.0952380952385,1.0,577.5
R.T. Nagar,2 BHK,1235.0,2.0,82.42,2,6673.684210526316,1.0,617.5
Yelahanka,4 Bedroom,2675.0,4.0,222.8,4,8328.971962616823,1.0,668.75
CV Raman Nagar,2 BHK,1025.0,2.0,53.38,2,5207.804878048781,1.0,512.5
Raja Rajeshwari Nagar,3 BHK,1395.0,2.0,61.03,3,4374.910394265233,0.6666666666666666,465.0
Rachenahalli,3 BHK,1530.0,2.0,77.37,3,5056.862745098039,0.6666666666666666,510.0
Dodda Nekkundi,3 BHK,1252.0,2.0,55.4,3,4424.920127795527,0.6666666666666666,417.3333333333333
Hennur Road,2 BHK,1081.0,2.0,68.33,2,6320.99907493062,1.0,540.5
Haralur Road,3 BHK,1255.0,3.0,119.81,3,9546.613545816734,1.0,418.3333333333333
Ardendale,4 BHK,2062.0,3.0,124.87,4,6055.771096023278,0.75,515.5
Choodasandra,3 BHK,1220.0,3.0,60.33,3,4945.081967213115,1.0,406.6666666666667
Jigani,3 Bedroom,1408.0,2.0,80.55,3,5720.880681818182,0.6666666666666666,469.3333333333333
Bisuvanahalli,3 BHK,1180.0,2.0,48.27,3,4090.677966101695,0.6666666666666666,393.3333333333333
Sarjapur  Road,1 BHK,715.0,1.0,38.71,1,5413.986013986014,1.0,715.0
Sarjapur  Road,2 BHK,1230.0,2.0,71.13,2,5782.926829268293,1.0,615.0
Kaggadasapura,2 BHK,1035.0,2.0,93.87,2,9069.565217391304,1.0,517.5
EPIP Zone,4 BHK,3360.0,5.0,237.28,4,7061.9047619047615,1.25,840.0
Kathriguppe,3 BHK,1300.0,3.0,80.81,3,6216.153846153846,1.0,433.3333333333333
Kanakpura Road,3 BHK,1100.0,3.0,57.32,3,5210.909090909091,1.0,366.6666666666667
Whitefield,2 BHK,1216.0,2.0,110.15,2,9058.388157894737,1.0,608.0
Shirdi Sai Layout,2 BHK,1450.0,2.0,88.6,2,6110.3448275862065,1.0,725.0
Nagavarapalya,1 BHK,705.0,1.0,51.59,1,7317.730496453901,1.0,705.0
Gottigere,3 BHK,1385.0,3.0,62.08,3,4482.3104693140795,1.0,461.6666666666667
Anekal,2 Bedroom,1200.0,2.0,54.1,2,4508.333333333333,1.0,600.0
Electronic City Phase II,3 BHK,1310.0,2.0,38.92,3,2970.992366412214,0.6666666666666666,436.6666666666667
Sarjapur  Road,2 BHK,1043.0,2.0,62.42,2,5984.659635666347,1.0,521.5
Koramangala,2 BHK,1320.0,2.0,178.98,2,13559.09090909091,1.0,660.0
Near ullas theater,3 BHK,1900.0,3.0,213.9,3,11257.894736842105,1.0,633.3333333333334
Varthur,2 BHK,1140.0,2.0,101.62,2,8914.035087719298,1.0,570.0
Kadugodi,2 BHK,1100.0,2.0,92.64,2,8421.818181818182,1.0,550.0
Hebbal,3 BHK,1586.0,3.0,158.96,3,10022.698612862547,1.0,528.6666666666666
Chandapura,2 BHK,975.0,2.0,57.21,2,5867.692307692308,1.0,487.5
Amruthnagar,2 BHK,1365.0,3.0,66.93,2,4903.2967032967035,1.5,682.5
Rajaji Nagar,2 BHK,1263.0,2.0,176.29,2,13958.03642121932,1.0,631.5
Begur Road,3 BHK,1565.0,2.0,107.14,3,6846.0063897763575,0.6666666666666666,521.6666666666666
Karuna Nagar,3 Bedroom,1163.0,3.0,87.61,3,7533.104041272571,1.0,387.6666666666667
Whitefield,4 BHK,2882.0,5.0,259.9,4,9018.043025676612,1.25,720.5
Hennur Road,3 BHK,2320.0,3.0,141.84,3,6113.793103448276,1.0,773.3333333333334
Sarjapur  Road,3 BHK,1750.0,3.0,101.15,3,5780.0,1.0,583.3333333333334
Kudlu,2 BHK,1143.0,2.0,47.03,2,4114.610673665792,1.0,571.5
Hennur Road,3 BHK,1936.0,3.0,121.35,3,6268.078512396694,1.0,645.3333333333334
Electronic City,2 BHK,660.0,1.0,37.67,2,5707.575757575758,0.5,330.0
Chandapura,2 BHK,700.0,1.0,42.57,2,6081.428571428572,0.5,350.0
Chikkakannalli,3 BHK,1402.0,2.0,84.58,3,6032.81027104137,0.6666666666666666,467.3333333333333
Hebbal,4 BHK,4640.0,4.0,515.88,4,11118.103448275862,1.0,1160.0
Electronic City,2 BHK,1000.0,2.0,61.35,2,6135.0,1.0,500.0
Gottigere,2 BHK,1000.0,2.0,41.9,2,4190.0,1.0,500.0
Kengeri Satellite Town,2 BHK,818.0,2.0,32.29,2,3947.4327628361857,1.0,409.0
Bommenahalli,4 Bedroom,1680.0,3.0,145.25,4,8645.833333333334,0.75,420.0
Kalyan nagar,4 BHK,2422.0,3.0,136.19,4,5623.038810900082,0.75,605.5
