area_type,availability,location,size,total_sqft,bath,balcony,price,avg_price_per_sqft,total_sqft_num,bhk
Built-up  Area,Ready To Move,Indira Nagar,2 BHK,1224,2.0,2.0,142.46,11639.0,1224.0,2.0
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,1350,2.0,2.0,67.5,5000.0,1350.0,3.0
Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,940,2.0,1.0,60.45,6431.0,940.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1100,2.0,1.0,46.76,4251.0,1100.0,2.0
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,1300,2.0,2.0,84.08,6468.0,1300.0,2.0
Built-up  Area,Ready To Move,Palace Road,3 BHK,1480,2.0,0.0,139.89,9452.0,1480.0,3.0
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1105,2.0,2.0,101.77,9210.0,1105.0,2.0
Plot  Area,17-Jun,Sarjapur  Road,3 Bedroom,2600,3.0,2.0,153.87,5918.0,2600.0,3.0
Super built-up  Area,21-Mar,Yelahanka,3 BHK,1517,3.0,2.0,127.84,8427.0,1517.0,3.0
Built-up  Area,Ready To Move,Horamavu Banaswadi,6 Bedroom,3800,8.0,0.0,171.34,4509.0,3800.0,6.0
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1615,3.0,2.0,103.76,6425.0,1615.0,3.0
Super built-up  Area,Ready To Move,MCECHS  layout,3 BHK,1500,3.0,2.0,65.31,4354.0,1500.0,3.0
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1082,3.0,1.0,52.96,4895.0,1082.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1365,2.0,2.0,124.08,9090.0,1365.0,2.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1000,2.0,3.0,60.33,6033.0,1000.0,2.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1392,2.0,1.0,71.87,5163.0,1392.0,2.0
Super built-up  Area,18-Apr,Kodigehalli,2 BHK,1086,2.0,1.0,87.25,8034.0,1086.0,2.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1586,3.0,3.0,96.98,6115.0,1586.0,3.0
Built-up  Area,Ready To Move,Hennur,2 BHK,1100,2.0,1.0,89.47,8134.0,1100.0,2.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1065,2.0,1.0,31.59,2966.0,1065.0,2.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1500,2.0,1.0,85.18,5679.0,1500.0,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1575,2.0,2.0,104.77,6652.0,1575.0,3.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1975,3.0,3.0,121.23,6138.0,1975.0,3.0
Super built-up  Area,Ready To Move,Nelamangala,2 BHK,820,2.0,2.0,30.56,3727.0,820.0,2.0
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,1745,3.0,2.0,96.66,5539.0,1745.0,3.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1223,2.0,1.0,104.11,8513.0,1223.0,2.0
Super built-up  Area,Ready To Move,Ananth Nagar,3 BHK,1200,2.0,1.0,34.39,2866.0,1200.0,3.0
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,1200,2.0,0.0,92.53,7711.0,1200.0,2.0
Super built-up  Area,19-Dec,Binny Pete,1 BHK,665,1.0,1.0,53.75,8082.0,665.0,1.0
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,1351,2.0,2.0,69.36,5134.0,1351.0,2.0
Super built-up  Area,18-Dec,Hebbal,3 BHK,1355,3.0,1.0,144.05,10631.0,1355.0,3.0
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,3900,3.0,2.0,347.02,8898.0,3900.0,3.0
Super built-up  Area,18-Nov,Thanisandra,3 BHK,1588,3.0,1.0,138.62,8729.0,1588.0,3.0
Carpet  Area,Ready To Move,Amruthahalli,2 BHK,900,2.0,1.0,43.58,4842.0,900.0,2.0
Built-up  Area,18-Feb,Harlur,4 Bedroom,3385,4.0,,372.15,10994.0,3385.0,4.0
Super built-up  Area,Ready To Move,Panathur,3 BHK,1370,2.0,2.0,131.85,9624.0,1370.0,3.0
Plot  Area,18-Dec,Whitefield,3 Bedroom,1500,3.0,1.0,140.15,9343.0,1500.0,3.0
Super built-up  Area,Ready To Move,Pulikeshi Nagar,3 BHK,2280,3.0,,290.11,12724.0,2280.0,3.0
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,57.3,5209.0,1100.0,3.0
Built-up  Area,Ready To Move,Hoodi,2 BHK,1247,2.0,0.0,115.05,9226.0,1247.0,2.0
Super built-up  Area,19-Dec,Domlur Layout,3 BHK,2000,3.0,2.0,365.04,18252.0,2000.0,3.0
Super built-up  Area,18-Jul,Balagere,2 BHK,1020.07,2.0,1.0,66.15,6485.0,1020.07,2.0
Super built-up  Area,19-Dec,Gunjur Palya,3 BHK,1033,2.0,2.0,38.79,3755.0,1033.0,3.0
Built-up  Area,Ready To Move,B Narayanapura,3 BHK,1460,2.0,3.0,72.12,4940.0,1460.0,3.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150,2.0,2.0,51.36,4466.0,1150.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,5 BHK,5965,5.0,,375.62,6297.0,5965.0,5.0
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,1141,2.0,1.0,43.53,3815.0,1141.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,2806 - 3019,6.0,0.0,247.42,8495.0,2912.5,4.0
Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,4200,4.0,3.0,315.84,7520.0,4200.0,4.0
Super built-up  Area,18-Jul,Hosa Road,3 BHK,1665,2.0,3.0,87.15,5234.0,1665.0,3.0
Super built-up  Area,18-Dec,Kanakapura,2 BHK,1295,2.0,2.0,61.38,4740.0,1295.0,2.0
Super built-up  Area,18-Aug,Haralur Road,2 BHK,1230,2.0,1.0,111.75,9085.0,1230.0,2.0
Super built-up  Area,Ready To Move,Anand Nagar,3 BHK,1080,2.0,2.0,74.9,6935.0,1080.0,3.0
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,1000,2.0,1.0,52.55,5255.0,1000.0,2.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,2400,2.0,0.0,126.67,5278.0,2400.0,3.0
Super built-up  Area,19-Dec,Whitefield,1 BHK,613 - 648,1.0,0.0,55.97,8877.0,630.5,1.0
Super built-up  Area,18-May,Rayasandra,3 BHK,1708,3.0,2.0,80.05,4687.0,1708.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1697,3.0,2.0,137.15,8082.0,1697.0,3.0
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3537,5.0,3.0,344.47,9739.0,3537.0,4.0
Super built-up  Area,19-Mar,Hosa Road,1 BHK,615,1.0,1.0,27.6,4488.0,615.0,1.0
Built-up  Area,Ready To Move,Banashankari,3 BHK,1350,2.0,0.0,114.87,8509.0,1350.0,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1430 - 1630,,,76.64,5009.0,1530.0,3.0
Super built-up  Area,19-Dec,Jalahalli,2 BHK,1083,2.0,1.0,65.43,6042.0,1083.0,2.0
Super built-up  Area,Ready To Move,Gottigere,3 BHK,1460,2.0,2.0,66.4,4548.0,1460.0,3.0
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,1084,2.0,1.0,42.38,3910.0,1084.0,2.0
Super built-up  Area,18-May,Bommasandra,2 BHK,1035,2.0,1.0,41.67,4026.0,1035.0,2.0
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,2400,2.0,1.0,138.89,5787.0,2400.0,3.0
Super built-up  Area,Ready To Move,Hosur Road,1 BHK,460,1.0,1.0,36.53,7942.0,460.0,1.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1285,2.0,2.0,109.53,8524.0,1285.0,2.0
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,1200,3.0,2.0,114.14,9512.0,1200.0,3.0
Built-up  Area,Ready To Move,Raghuvanahalli,2 BHK,1070,2.0,1.0,49.16,4594.0,1070.0,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1801,3.0,2.0,125.66,6977.0,1801.0,3.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,1697,3.0,2.0,159.14,9378.0,1697.0,3.0
Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1199,2.0,2.0,56.32,4697.0,1199.0,2.0
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,2300,3.0,1.0,164.38,7147.0,2300.0,3.0
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1340,2.0,3.0,66.04,4928.0,1340.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,3800,4.0,3.0,368.94,9709.0,3800.0,4.0
Super built-up  Area,Ready To Move,Wilson Garden,2 BHK,1125,2.0,1.0,107.54,9559.0,1125.0,2.0
Plot  Area,Ready To Move,Anandapura,2 Bedroom,1200,2.0,1.0,49.19,4099.0,1200.0,2.0
Built-up  Area,Ready To Move,Subramanyapura,2 BHK,1050,2.0,3.0,55.17,5254.0,1050.0,2.0
Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,956,2.0,1.0,79.5,8316.0,956.0,2.0
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1000,2.0,2.0,89.04,8904.0,1000.0,2.0
Built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,1596,3.0,0.0,109.63,6869.0,1596.0,3.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1296,2.0,3.0,62.04,4787.0,1296.0,2.0
Built-up  Area,Ready To Move,Challaghatta,3 BHK,1639,3.0,3.0,117.65,7178.0,1639.0,3.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1219,2.0,1.0,36.3,2978.0,1219.0,2.0
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1200,3.0,1.0,47.7,3975.0,1200.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1218,2.0,1.0,109.24,8969.0,1218.0,2.0
Super built-up  Area,Ready To Move,Nyanappana Halli,2 BHK,920,2.0,3.0,40.8,4435.0,920.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2559,3.0,2.0,139.95,5469.0,2559.0,3.0
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,1 BHK,525,1.0,1.0,17.72,3375.0,525.0,1.0
Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,1427,2.0,2.0,135.02,9462.0,1427.0,3.0
Super built-up  Area,18-Apr,Kothannur,3 BHK,1270,3.0,2.0,51.63,4065.0,1270.0,3.0
Built-up  Area,Ready To Move,Ramagondanahalli,2 BHK,920,2.0,3.0,40.08,4356.0,920.0,2.0
Built-up  Area,Ready To Move,Dommasandra,4 Bedroom,2700,3.0,2.0,89.5,3315.0,2700.0,4.0
Super built-up  Area,Ready To Move,Indira Nagar 3rd Stage,3 BHK,1740,3.0,2.0,203.13,11674.0,1740.0,3.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1355,2.0,,68.77,5075.0,1355.0,3.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1530,2.0,2.0,103.31,6752.0,1530.0,3.0
Carpet  Area,Ready To Move,Gokula Extension,3 BHK,1372,2.0,1.0,90.85,6622.0,1372.0,3.0
Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,2363,5.0,2.0,127.48,5395.0,2363.0,4.0
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,3895,4.0,3.0,375.44,9639.0,3895.0,4.0
Super built-up  Area,20-Jun,Jakkur,3 BHK,1950,3.0,2.0,129.4,6636.0,1950.0,3.0
Built-up  Area,Ready To Move,Hoysalanagar,2 BHK,885,2.0,3.0,38.39,4338.0,885.0,2.0
Built-up  Area,Ready To Move,Yelahanka,2 BHK,600,2.0,2.0,48.06,8010.0,600.0,2.0
Plot  Area,Ready To Move,Vijayanagar,2 Bedroom,1380,2.0,0.0,123.97,8983.0,1380.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339,2.0,2.0,68.37,5106.0,1339.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1130,2.0,1.0,98.57,8723.0,1130.0,2.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1085,2.0,2.0,44.72,4122.0,1085.0,2.0
Built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1430,3.0,2.0,82.53,5771.0,1430.0,3.0
Carpet  Area,18-Dec,Bhoganhalli,4 BHK,1451.5,4.0,1.0,79.57,5482.0,1451.5,4.0
Super built-up  Area,Ready To Move,Ramakrishnappa Layout,5 BHK,6200,5.0,,814.62,13139.0,6200.0,5.0
Super built-up  Area,Ready To Move,AGS Layout,3 BHK,1490,2.0,1.0,72.98,4898.0,1490.0,3.0
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,4 BHK,1650,4.0,0.0,97.23,5893.0,1650.0,4.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1286,2.0,2.0,134.1,10428.0,1286.0,2.0
Built-up  Area,Ready To Move,KR Garden,2 BHK,925,2.0,2.0,63.16,6828.0,925.0,2.0
Super built-up  Area,Ready To Move,Bellandur,4 BHK,3016,4.0,3.0,303.98,10079.0,3016.0,4.0
Built-up  Area,Ready To Move,Haralur Road,2 BHK,1000,2.0,2.0,89.74,8974.0,1000.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1215,2.0,2.0,110.19,9069.0,1215.0,2.0
Plot  Area,Ready To Move,Kanakadasa Layout,4 Bedroom,1200,3.0,1.0,98.02,8168.0,1200.0,4.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1336,2.0,2.0,84.23,6305.0,1336.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,673,1.0,1.0,36.01,5350.0,673.0,1.0
Plot  Area,Ready To Move,Anandapura,2 Bedroom,1200,2.0,1.0,52.24,4353.0,1200.0,2.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,1600,3.0,3.0,197.06,12316.0,1600.0,3.0
Plot  Area,Ready To Move,Mallathahalli,2 Bedroom,1200,2.0,0.0,57.98,4832.0,1200.0,2.0
Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,2480,4.0,1.0,331.08,13350.0,2480.0,6.0
Super built-up  Area,18-Apr,Jayamahal Extension,3 BHK,2500,3.0,,356.15,14246.0,2500.0,3.0
Plot  Area,Ready To Move,Devanahalli,5 Bedroom,2400,5.0,3.0,135.31,5638.0,2400.0,5.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,1143,2.0,2.0,64.61,5653.0,1143.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1470,2.0,2.0,74.71,5082.0,1470.0,2.0
Plot  Area,Ready To Move,Laxminarayana Layout,4 Bedroom,1584,3.0,2.0,157.32,9932.0,1584.0,4.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1785,3.0,2.0,169.18,9478.0,1785.0,3.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,2292,3.0,2.0,339.58,14816.0,2292.0,3.0
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1460,3.0,3.0,71.6,4904.0,1460.0,3.0
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1500,2.0,3.0,150.21,10014.0,1500.0,3.0
Built-up  Area,Ready To Move,Sanjay nagar,5 BHK,3300,3.0,,225.72,6840.0,3300.0,5.0
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1230,2.0,2.0,53.92,4384.0,1230.0,2.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,650,1.0,1.0,32.03,4928.0,650.0,1.0
Super built-up  Area,Ready To Move,Benson Town,2 BHK,1480,2.0,,218.83,14786.0,1480.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1220,2.0,1.0,98.59,8081.0,1220.0,2.0
Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,1570,3.0,1.0,109.6,6981.0,1570.0,3.0
Built-up  Area,Ready To Move,Sadashiva Nagar,3 BHK,3000,3.0,3.0,524.58,17486.0,3000.0,3.0
Super built-up  Area,Ready To Move,Mallasandra,3 BHK,1665,3.0,2.0,91.53,5497.0,1665.0,3.0
Plot  Area,Ready To Move,Banagiri Nagar,3 Bedroom,1350,3.0,1.0,111.89,8288.0,1350.0,3.0
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,4000,5.0,2.0,252.48,6312.0,4000.0,4.0
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,1100,2.0,0.0,52.91,4810.0,1100.0,2.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350,2.0,1.0,77.81,5764.0,1350.0,3.0
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1719,3.0,2.0,103.36,6013.0,1719.0,3.0
Super built-up  Area,Ready To Move,Budigere,1 BHK,664,1.0,1.0,31.81,4791.0,664.0,1.0
Super built-up  Area,18-Dec,Sonnenahalli,2 BHK,1011,2.0,1.0,50.46,4991.0,1011.0,2.0
Built-up  Area,Ready To Move,Akshya Nagar,6 Bedroom,2400,6.0,0.0,143.18,5966.0,2400.0,6.0
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3 BHK,1680,3.0,2.0,90.18,5368.0,1680.0,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,704 - 730,2.0,0.0,38.57,5379.0,717.0,2.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1520,2.0,2.0,138.12,9087.0,1520.0,3.0
Carpet  Area,Ready To Move,Uttarahalli,3 BHK,1350,2.0,2.0,55.26,4093.0,1350.0,3.0
Super built-up  Area,15-Nov,Kothanur,3 BHK,1760,3.0,,86.47,4913.0,1760.0,3.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,875,2.0,1.0,44.19,5050.0,875.0,2.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1231,2.0,2.0,103.24,8387.0,1231.0,2.0
Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1174,2.0,3.0,58.01,4941.0,1174.0,2.0
Built-up  Area,Ready To Move,Munnekollal,3 BHK,1560,3.0,3.0,78.33,5021.0,1560.0,3.0
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,2 BHK,1464,2.0,2.0,51.39,3510.0,1464.0,2.0
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,2200,3.0,2.0,113.19,5145.0,2200.0,3.0
Built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,850,2.0,2.0,63.37,7455.0,850.0,2.0
Built-up  Area,Ready To Move,Sahyadri Layout,3 BHK,1750,3.0,1.0,180.88,10336.0,1750.0,3.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,2024,3.0,,181.39,8962.0,2024.0,3.0
Plot  Area,Ready To Move,Mathikere SBM colony,2 Bedroom,1500,1.0,0.0,156.85,10457.0,1500.0,2.0
Plot  Area,Ready To Move,"white field,kadugodi",6 Bedroom,2100,6.0,,307.23,14630.0,2100.0,6.0
Super built-up  Area,Ready To Move,Kodihalli,3 BHK,2408,4.0,2.0,259.56,10779.0,2408.0,3.0
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,1080,2.0,1.0,51.22,4743.0,1080.0,2.0
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2070,3.0,2.0,238.84,11538.0,2070.0,3.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1020,2.0,1.0,62.96,6173.0,1020.0,2.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1500,2.0,3.0,100.32,6688.0,1500.0,3.0
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,1575,5.0,1.0,165.36,10499.0,1575.0,4.0
Plot  Area,Ready To Move,Kodichikkanahalli,4 Bedroom,3250,4.0,1.0,157.56,4848.0,3250.0,4.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175,2.0,1.0,49.46,4209.0,1175.0,2.0
Super built-up  Area,Ready To Move,Channasandra,2 BHK,1030,2.0,1.0,37.9,3680.0,1030.0,2.0
Super built-up  Area,18-Jul,Hebbal,2 BHK,1440,2.0,1.0,141.6,9833.0,1440.0,2.0
Built-up  Area,Ready To Move,Hoodi,2 BHK,1500,2.0,1.0,140.28,9352.0,1500.0,2.0
Plot  Area,Ready To Move,Thanisandra,1 Bedroom,1380,1.0,1.0,104.73,7589.0,1380.0,1.0
Built-up  Area,Ready To Move,Bagalur,2 BHK,1200,2.0,3.0,69.54,5795.0,1200.0,2.0
Built-up  Area,Ready To Move,Vinayak Nagar,1 BHK,705,1.0,2.0,33.97,4818.0,705.0,1.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,2240,5.0,2.0,230.76,10302.0,2240.0,3.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1584.01,3.0,1.0,107.16,6765.0,1584.01,3.0
Super built-up  Area,Ready To Move,P Krishnappa Layout,3 BHK,1340,3.0,3.0,76.88,5737.0,1340.0,3.0
Super built-up  Area,Ready To Move,Green Garden Layout,3 BHK,1800,3.0,2.0,75.49,4194.0,1800.0,3.0
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1200,2.0,3.0,78.22,6518.0,1200.0,2.0
Super built-up  Area,18-Nov,Sarjapur  Road,1 BHK,685,1.0,1.0,37.29,5444.0,685.0,1.0
Super built-up  Area,Ready To Move,Kalkere,2 BHK,925,2.0,3.0,46.28,5003.0,925.0,2.0
Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,1230,2.0,2.0,58.01,4716.0,1230.0,2.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,1125,2.0,1.0,53.01,4712.0,1125.0,2.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1100,2.0,1.0,111.46,10133.0,1100.0,2.0
Plot  Area,18-Aug,Jigani,3 Bedroom,2400,3.0,2.0,131.38,5474.0,2400.0,3.0
Super built-up  Area,18-Jul,Electronic City Phase II,3 BHK,1400,2.0,2.0,41.85,2989.0,1400.0,3.0
Super built-up  Area,Ready To Move,Jakkur,3 BHK,1858,3.0,1.0,120.18,6468.0,1858.0,3.0
Plot  Area,Ready To Move,Adityanagar,1 Bedroom,1260,1.0,1.0,40.43,3209.0,1260.0,1.0
Built-up  Area,Ready To Move,Ambedkar Nagar,4 BHK,3530,4.0,2.0,261.93,7420.0,3530.0,4.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1185,2.0,2.0,134.02,11310.0,1185.0,2.0
Plot  Area,Ready To Move,RMV 2nd Stage,2 Bedroom,1200,2.0,1.0,148.21,12351.0,1200.0,2.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255,2.0,1.0,109.7,8741.0,1255.0,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,3436,6.0,3.0,521.72,15184.0,3436.0,4.0
Built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1335,3.0,2.0,111.62,8361.0,1335.0,3.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,1999,3.0,2.0,92.09,4607.0,1999.0,3.0
Plot  Area,Ready To Move,Kanaka Nagar,2 Bedroom,1200,2.0,1.0,81.86,6822.0,1200.0,2.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1397,3.0,2.0,105.71,7567.0,1397.0,3.0
Super built-up  Area,Ready To Move,Cooke Town,4 BHK,3950,4.0,,536.45,13581.0,3950.0,4.0
Plot  Area,Ready To Move,Yelahanka New Town,2 Bedroom,1200,2.0,1.0,61.66,5138.0,1200.0,2.0
Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,1616,3.0,0.0,70.97,4392.0,1616.0,3.0
Built-up  Area,Ready To Move,Hanumantha Nagar,4 Bedroom,1270,2.0,1.0,124.59,9810.0,1270.0,4.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1140,2.0,2.0,49.68,4358.0,1140.0,2.0
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,525,1.0,1.0,26.13,4977.0,525.0,1.0
Plot  Area,Ready To Move,Varthur,3 Bedroom,1200,2.0,1.0,109.62,9135.0,1200.0,3.0
Built-up  Area,Ready To Move,Bagalakunte,1 Bedroom,700,1.0,1.0,42.3,6043.0,700.0,1.0
Super built-up  Area,18-Jul,Balagere,2 BHK,1205.47,2.0,1.0,76.75,6367.0,1205.47,2.0
Plot  Area,Ready To Move,T Dasarahalli,3 Bedroom,1200,3.0,2.0,115.96,9663.0,1200.0,3.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1700,3.0,2.0,100.01,5883.0,1700.0,3.0
Super built-up  Area,21-May,Kanakpura Road,2 BHK,1090,2.0,1.0,53.99,4953.0,1090.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,4 BHK,3600,5.0,,214.09,5947.0,3600.0,4.0
Built-up  Area,Ready To Move,Kundalahalli,1 BHK,2400,1.0,0.0,177.38,7391.0,2400.0,1.0
Super built-up  Area,19-Mar,Thanisandra,1 BHK,923,1.0,1.0,73.6,7974.0,923.0,1.0
Super built-up  Area,18-May,Muthurayya Swamy Layout,4 BHK,3595,6.0,2.0,408.32,11358.0,3595.0,4.0
Super built-up  Area,Ready To Move,Green Glen Layout,2 BHK,1050,2.0,2.0,70.43,6708.0,1050.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1495,2.0,2.0,134.8,9017.0,1495.0,2.0
Super built-up  Area,19-Mar,Hennur Road,3 BHK,1482 - 1846,,,98.97,5948.0,1664.0,3.0
Built-up  Area,Ready To Move,Narayanapura,3 BHK,1485,3.0,2.0,86.93,5854.0,1485.0,3.0
Super built-up  Area,19-Dec,Dommasandra,3 BHK,1033,2.0,2.0,32.15,3112.0,1033.0,3.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1400,2.0,1.0,85.6,6114.0,1400.0,3.0
Built-up  Area,Ready To Move,Indira Nagar,1 Bedroom,500,1.0,0.0,53.06,10611.0,500.0,1.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,944,2.0,1.0,53.13,5628.0,944.0,2.0
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,3250,5.0,0.0,319.9,9843.0,3250.0,5.0
Super built-up  Area,19-Mar,Whitefield,2 BHK,1216,2.0,1.0,108.52,8924.0,1216.0,2.0
Super built-up  Area,Ready To Move,Thirumenahalli,2 BHK,1100,2.0,1.0,38.17,3470.0,1100.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1743,3.0,2.0,145.75,8362.0,1743.0,3.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1274,2.0,2.0,98.62,7741.0,1274.0,2.0
Super built-up  Area,Ready To Move,Lavelle Road,3 BHK,2500,3.0,2.0,382.98,15319.0,2500.0,3.0
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1512,2.0,2.0,75.34,4983.0,1512.0,3.0
Super built-up  Area,Ready To Move,Dollars Colony,4 BHK,3100,5.0,1.0,380.77,12283.0,3100.0,4.0
Super built-up  Area,Ready To Move,Cox Town,3 BHK,1650,3.0,3.0,140.12,8492.0,1650.0,3.0
Built-up  Area,Ready To Move,Doddathoguru,3 BHK,1875,3.0,1.0,71.74,3826.0,1875.0,3.0
