area_type,availability,location,size,total_sqft,bath,balcony,price,avg_price_per_sqft
Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,2400,2.0,1.0,82.0,8555
Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,1025,2.0,1.0,44.5,13762
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,600,3.0,2.0,65.0,14966
Super built-up  Area,Ready To Move,Hallehalli,2 BHK,1225,2.0,,53.0,14174
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1256,2.0,1.0,62.8,9535
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2268,3.0,2.0,163.0,10265
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100,3.0,2.0,53.0,13998
Super built-up  Area,Ready To Move,Vadarpalya,2 BHK,1141,2.0,0.0,62.0,10102
Built-up  Area,Ready To Move,Attibele,1 BHK,400,1.0,1.0,12.0,10278
Plot  Area,Ready To Move,Chandapura,2 Bedroom,1400,2.0,0.0,60.0,4161
Super built-up  Area,Ready To Move,Kattigenahalli,7 BHK,4100,7.0,,140.0,4853
Plot  Area,18-Mar,Marathi Layout,1 Bedroom,5.31Acres,1.0,0.0,110.0,8146
Carpet  Area,Ready To Move,Weavers Colony,1 BHK,15,1.0,0.0,30.0,7769
Super built-up  Area,Ready To Move,Raghavendra Nagar,2 BHK,1175,2.0,2.0,48.27,4574
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,1100,2.0,1.0,56.0,11455
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,95.84,13998
Plot  Area,Ready To Move,1st Phase JP Nagar,8 Bedroom,1200,7.0,2.0,240.0,9625
Super built-up  Area,19-Dec,Horamavu Banaswadi,2 BHK,1460,2.0,1.0,80.5,10971
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,1530,2.0,2.0,74.5,5686
Built-up  Area,Ready To Move,HSR Layout,2 BHK,1467,2.0,1.0,55.0,5267
Super built-up  Area,Ready To Move,KR Layout,1 BHK,950,1.0,1.0,40.0,5148
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246,2.0,1.0,64.5,6911
Super built-up  Area,19-Dec,Kanakapura,1 BHK,711,1.0,1.0,38.0,8911
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194,2.0,2.0,46.0,9486
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,1358,2.0,1.0,43.4,10293
Carpet  Area,Ready To Move,Nagasandra,6 Bedroom,1500,5.0,1.0,130.0,14882
Super built-up  Area,Ready To Move,Hoodi,2 BHK,1420,2.0,2.0,75.0,4659
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1250,2.0,1.0,68.75,9442
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1280,2.0,,58.0,10863
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,1209,2.0,1.0,50.0,10457
Built-up  Area,Ready To Move,Kempapura,5 Bedroom,4200,5.0,2.0,225.0,11509
Plot  Area,Ready To Move,BTM 1st Stage,4 Bedroom,1215,4.0,3.0,205.0,13907
Super built-up  Area,Ready To Move,Panathur,3 BHK,1315,2.0,1.0,54.8,11385
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3 BHK,1800,3.0,3.0,90.0,8777
Built-up  Area,Ready To Move,Hessarghatta,5 Bedroom,1600,4.0,0.0,125.0,7854
Super built-up  Area,Ready To Move,TC Palaya,3 BHK,1600,2.0,2.0,65.0,10776
Plot  Area,Ready To Move,Binnamangala,6 Bedroom,3968,5.0,2.0,900.0,6491
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,1563,3.0,2.0,52.0,14852
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1560,2.0,2.0,72.0,10265
Super built-up  Area,Ready To Move,Brookefield,3 BHK,2169,4.0,,115.0,11098
Plot  Area,Ready To Move,Lakshmi Layout,9 Bedroom,900,10.0,,170.0,7124
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050,2.0,2.0,55.5,5686
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,3235,3.0,1.0,235.0,9691
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200,3.0,0.0,66.0,10776
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1140,2.0,2.0,46.0,5267
Plot  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,1500,3.0,1.0,170.0,5685
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,1560,3.0,2.0,75.0,7157
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1100,2.0,2.0,70.0,8413
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1260,2.0,3.0,40.32,7073
Super built-up  Area,18-Mar,Hebbal,2 BHK,1036,2.0,1.0,50.0,6747
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1662,3.0,3.0,85.1,10863
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1464,2.0,3.0,105.0,4154
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1234,2.0,2.0,80.0,6047
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1403,3.0,1.0,55.0,5899
Plot  Area,Ready To Move,Kadugondanahalli,4 Bedroom,915,4.0,1.0,54.9,7051
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,3000,8.0,3.0,451.0,9759
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,1150,2.0,2.0,42.9,12173
Built-up  Area,Ready To Move,Hebbal,4 BHK,3900,4.0,2.0,410.0,6747
Built-up  Area,Ready To Move,Yeshwanthpur,5 Bedroom,850,4.0,2.0,90.0,9675
Super built-up  Area,18-Mar,Kanakapura,2 BHK,929,2.0,1.0,46.0,8911
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,2400,8.0,3.0,450.0,9759
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1350,2.0,1.0,75.0,10776
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,1135,2.0,1.0,39.73,5045
Built-up  Area,Ready To Move,Basava Nagar,2 BHK,1405,2.0,2.0,70.0,4004
Plot  Area,18-Sep,Whitefield,2 Bedroom,1200,2.0,1.0,45.84,10265
Super built-up  Area,18-Apr,Haralur Road,4 BHK,2805,4.0,3.0,154.0,9486
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1161,2.0,2.0,64.08,9675
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,1290,2.0,3.0,74.0,13998
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2557,3.0,2.0,141.0,9675
Built-up  Area,Ready To Move,2nd Block Hrbr Layout,3 BHK,1480,3.0,2.0,90.0,9222
Plot  Area,Ready To Move,BTM 1st Stage,9 Bedroom,3300,14.0,,500.0,13907
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,1350,3.0,0.0,54.54,14230
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1580,2.0,2.0,65.0,12529
Super built-up  Area,17-Oct,Banashankari,3 BHK,1470,2.0,1.0,88.64,6961
Super built-up  Area,18-Jun,Ananth Nagar,1 BHK,500,1.0,1.0,14.0,9315
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,1346,2.0,1.0,61.92,5899
Super built-up  Area,Ready To Move,Canara Bank Layout,3 BHK,1600,3.0,3.0,90.0,8869
Super built-up  Area,Ready To Move,Naganathapura,2 BHK,720,2.0,1.0,120.0,12716
Plot  Area,19-Mar,Narasapura,2 Bedroom,30Acres,2.0,2.0,29.5,4876
Plot  Area,Ready To Move,Manjunath Nagar,4 Bedroom,1200,4.0,0.0,135.0,13183
Super built-up  Area,Ready To Move,Basapura,2 BHK,1200,2.0,2.0,35.0,11027
Built-up  Area,Ready To Move,Channasandra,3 BHK,1340,2.0,2.0,48.33,8142
Plot  Area,Ready To Move,Devanahalli,4 Bedroom,6136,4.0,,560.0,14555
Super built-up  Area,Ready To Move,Jigani,2 BHK,918,2.0,2.0,48.0,9450
Plot  Area,Ready To Move,Singena Agrahara,3 Bedroom,1500,3.0,2.0,115.0,10966
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1315,2.0,2.0,85.0,6047
Plot  Area,Ready To Move,Sector 1 HSR Layout,4 Bedroom,2400,5.0,,775.0,11079
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390,2.0,2.0,62.55,9390
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330,2.0,1.0,56.0,9390
Built-up  Area,Ready To Move,Jalahalli,5 BHK,3100,4.0,,265.0,8218
Super built-up  Area,17-Dec,Mango Garden Layout,3 BHK,1824,3.0,3.0,125.0,11987
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1420,2.0,2.0,96.0,5685
Plot  Area,Ready To Move,Kacharakanahalli,1 Bedroom,750,1.0,0.0,56.25,10799
Super built-up  Area,Ready To Move,Jalahalli East,3 BHK,1260,2.0,1.0,60.0,14677
Super built-up  Area,19-Sep,Hennur Road,3 BHK,1561,3.0,2.0,95.0,11099
Plot  Area,Ready To Move,5th Phase JP Nagar,9 Bedroom,812,6.0,3.0,165.0,9535
Super built-up  Area,Ready To Move,"Bidere Agarahara, Behind Safal market",2 BHK,1060,2.0,2.0,42.0,8465
Plot  Area,Ready To Move,Hoodi,8 Bedroom,1120,8.0,3.0,145.0,4659
Super built-up  Area,18-Jul,Haralur Road,2 BHK,1225,2.0,1.0,67.38,9486
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,2144,3.0,2.0,135.0,7385
Plot  Area,Ready To Move,Kengeri,7 Bedroom,1200,6.0,2.0,140.0,5184
Super built-up  Area,Ready To Move,Electronic City,2 BHK,880,2.0,2.0,29.0,6558
Super built-up  Area,21-Dec,Hoodi,3 BHK,1639,3.0,2.0,110.0,4659
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1240,2.0,1.0,62.0,7385
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1500,2.0,2.0,69.0,13998
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243,2.0,1.0,46.0,9486
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1575,3.0,,78.0,9578
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027,2.0,2.0,44.0,9486
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082,2.0,1.0,56.0,11400
Super built-up  Area,Ready To Move,Konanakunte,3 BHK,1637,3.0,3.0,73.0,5218
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665,3.0,2.0,86.58,13998
Super built-up  Area,18-Dec,Electronic City,2 BHK,1265,2.0,0.0,56.93,6558
Super built-up  Area,21-Dec,Electronic City,3 BHK,1691,2.0,2.0,102.0,6558
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1100,2.0,1.0,38.0,7385
Built-up  Area,Ready To Move,Grihalakshmi Layout,5 Bedroom,24,2.0,2.0,150.0,4635
Plot  Area,19-Jan,Gopalkrishna Nagar,3 Bedroom,1500,3.0,2.0,62.0,5693
Built-up  Area,Ready To Move,Hosakerehalli,4 BHK,3205,5.0,1.0,380.0,7354
Built-up  Area,Ready To Move,Kammanahalli,5 Bedroom,1666,4.0,1.0,150.0,4098
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1115,2.0,2.0,50.0,13874
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1070,2.0,1.0,45.0,10949
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1128,2.0,2.0,105.0,8893
Super built-up  Area,Ready To Move,Budigere,2 BHK,1162,2.0,1.0,57.0,6790
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,1339,2.0,2.0,55.0,8752
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,1192,2.0,2.0,75.0,12958
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1920,3.0,1.0,115.0,9486
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255,2.0,1.0,52.32,13925
Super built-up  Area,18-Apr,Rajaji Nagar,2 BHK,1357,2.0,1.0,115.0,8426
Super built-up  Area,Ready To Move,Dodda Kempaiah Layout,3 BHK,1600,3.0,2.0,75.0,12311
Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,1225,2.0,2.0,55.11,4830
Plot  Area,Ready To Move,Whitefield,4 Bedroom,2400,4.0,3.0,200.0,10265
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1570,3.0,3.0,80.0,13167
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1093,2.0,2.0,70.0,7385
Built-up  Area,Ready To Move,Basaveshwara Nagar,3 BHK,1865,3.0,3.0,145.0,5636
Plot  Area,Ready To Move,R.T. Nagar,6 Bedroom,1200,7.0,3.0,165.0,12050
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,1039,2.0,2.0,80.0,9177
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246,2.0,1.0,64.5,6911
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1985,3.0,2.0,75.0,10265
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,1590,3.0,3.0,49.0,7354
Plot  Area,Ready To Move,Hunasamaranahalli,4 Bedroom,4000,4.0,2.0,675.0,13561
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,775,2.0,2.0,38.0,11270
Super built-up  Area,Ready To Move,RWF West Colony,2 BHK,1000,2.0,1.0,50.0,12932
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,1800,3.0,2.0,175.0,12996
Super built-up  Area,18-Jun,Bommasandra,2 BHK,1035,2.0,1.0,41.0,4698
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,1520,2.0,1.0,75.0,9134
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1360,2.0,1.0,95.0,10265
Plot  Area,Ready To Move,Bileshivale,4 Bedroom,6000,5.0,3.0,400.0,12308
Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,1117,2.0,2.0,56.0,8931
Plot  Area,Ready To Move,KR Puram,4 Bedroom,1200,4.0,3.0,120.0,7556
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,1330,2.0,1.0,92.5,7943
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1937,3.0,2.0,160.0,9578
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128,2.0,1.0,65.49,6558
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,1053,2.0,1.0,45.0,9949
Super built-up  Area,18-May,Panathur,2 BHK,1198,2.0,1.0,77.0,11385
Super built-up  Area,18-Apr,Marathahalli,2 BHK,1152,2.0,1.0,56.0,9578
Super built-up  Area,17-Dec,1st Block Jayanagar,6 BHK,1200,6.0,2.0,125.0,13062
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,1625,2.0,1.0,75.0,6838
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1397,3.0,3.0,105.0,6734
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1523,3.0,3.0,170.0,9675
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883,2.0,1.0,45.0,11400
Super built-up  Area,Ready To Move,Kaggalipura,1 BHK,700,1.0,0.0,38.0,7763
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1170,2.0,1.0,62.5,6047
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1200,2.0,2.0,42.0,13998
Built-up  Area,Ready To Move,Manayata Tech Park,3 BHK,2400,3.0,2.0,170.0,10420
Super built-up  Area,Ready To Move,Kullappa Colony,2 BHK,1480,2.0,2.0,65.0,11574
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1897,3.0,2.0,120.0,10863
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,996,2.0,1.0,67.0,5686
Super built-up  Area,18-May,Haralur Road,3 BHK,1875,3.0,2.0,110.0,9486
Super built-up  Area,Ready To Move,Williams Town,3 BHK,1500,2.0,2.0,98.0,5150
Super built-up  Area,Ready To Move,Jaya Nagar East,3 BHK,3095,3.0,3.0,350.0,11560
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1390,2.0,1.0,175.0,13986
Super built-up  Area,20-Dec,Yelahanka,3 BHK,1445 - 1455,3.0,0.0,65.255,6047
Super built-up  Area,17-Nov,Yelahanka,1 BHK,697,1.0,0.0,45.0,6047
Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,710,1.0,1.0,27.0,5899
Carpet  Area,Ready To Move,Iggalur,2 BHK,910,2.0,1.0,30.5,5931
Built-up  Area,Ready To Move,Sompura,3 BHK,1025,2.0,1.0,48.0,12004
Super built-up  Area,18-Aug,Magadi Road,2 BHK,884 - 1116,2.0,0.0,46.5,9977
Plot  Area,Ready To Move,Harlur,4 Bedroom,1200,4.0,,244.0,12164
Super built-up  Area,18-May,Horamavu Agara,3 BHK,1453,2.0,1.0,46.48,7157
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3335,5.0,2.0,300.0,5899
Super built-up  Area,18-Mar,Thanisandra,2 BHK,850 - 1093,2.0,0.0,36.435,7385
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1281,2.0,1.0,74.0,10396
Built-up  Area,Ready To Move,Cooke Town,1 BHK,565,1.0,1.0,35.0,13204
Built-up  Area,Ready To Move,Varthur,2 BHK,1024,2.0,2.0,42.0,14233
Built-up  Area,Ready To Move,Electronic City,3 BHK,1620,3.0,2.0,62.0,6558
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1254,2.0,2.0,40.0,10265
Built-up  Area,Ready To Move,Banashankari,3 BHK,1300,2.0,2.0,75.0,6961
Built-up  Area,Ready To Move,Doddakallasandra,2 BHK,1233,2.0,2.0,43.0,5664
Plot  Area,Ready To Move,Chokkanahalli,1 Bedroom,1200,1.0,1.0,28.0,5081
Super built-up  Area,18-Oct,Hosur Road,3 BHK,1510,2.0,1.0,105.0,11125
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,950,2.0,1.0,65.0,7763
Super built-up  Area,Ready To Move,Battarahalli,3 BHK,1945,3.0,2.0,97.42,5930
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1008,2.0,3.0,45.0,9390
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1265,2.0,1.0,79.0,7385
Super built-up  Area,19-Dec,Hebbal,3 BHK,1255,2.0,1.0,77.68,6747
Built-up  Area,18-Dec,Kanakpura Road,4 BHK,2689,6.0,2.0,220.0,13998
Built-up  Area,Ready To Move,Yelenahalli,2 BHK,1200,2.0,2.0,46.17,10546
Super built-up  Area,19-Dec,Sarjapur  Road,3 BHK,1403,3.0,3.0,51.63,5899
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1535,3.0,2.0,85.0,12571
Plot  Area,Ready To Move,Chikkaballapur,3 Bedroom,1500,3.0,3.0,100.0,4512
Super built-up  Area,Ready To Move,Chamrajpet,3 BHK,1475,2.0,2.0,120.0,11805
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1390,2.0,2.0,60.47,9390
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1278,2.0,1.0,53.76,9311
Super built-up  Area,Ready To Move,VGP Layout,2 BHK,1133,2.0,2.0,55.0,9237
Plot  Area,Ready To Move,Classic Paradise Layout,5 Bedroom,1560,5.0,1.0,145.0,4559
Plot  Area,Ready To Move,Byappanahalli,5 Bedroom,2900,5.0,2.0,90.0,7672
Super built-up  Area,Ready To Move,Kogilu,2 BHK,1170,2.0,1.0,51.99,5028
Plot  Area,Ready To Move,Sahakara Nagar,3 Bedroom,1200,3.0,3.0,200.0,11455
Super built-up  Area,18-Dec,Whitefield,3 BHK,1697,3.0,2.0,94.79,10265
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1651,3.0,3.0,97.38,7385
Super built-up  Area,Ready To Move,Vasanth nagar,3 BHK,1560,3.0,1.0,188.0,11404
Super built-up  Area,17-Apr,Hennur Road,3 BHK,1192,2.0,1.0,60.0,11099
Built-up  Area,Ready To Move,OMBR Layout,2 BHK,1078,2.0,3.0,65.0,8636
Plot  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,800,7.0,3.0,105.0,11215
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1349,2.0,2.0,78.0,7073
Plot  Area,Ready To Move,Ulsoor,9 Bedroom,2300,8.0,1.0,210.0,10585
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3.0,2.0,120.0,5685
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,1314,2.0,2.0,63.0,7343
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1060,2.0,1.0,48.7,5585
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,820,2.0,0.0,39.0,9116
Plot  Area,Ready To Move,Whitefield,4 Bedroom,5000,4.0,3.0,400.0,10265
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,2000,3.0,2.0,85.0,8495
Super built-up  Area,Ready To Move,Kalkere,2 BHK,856,2.0,3.0,40.0,8070
Super built-up  Area,18-Feb,Rajaji Nagar,3 BHK,1621,4.0,0.0,130.0,8426
Plot  Area,18-Dec,ITPL,3 Bedroom,1200,3.0,1.0,68.4,9919
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1484,3.0,2.0,52.5,9791
Plot  Area,Ready To Move,T.C. Palya,4 Bedroom,600,5.0,2.0,60.0,13662
Plot  Area,Ready To Move,Siddapura,4 Bedroom,14000,3.0,2.0,800.0,4580
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,500,1.0,1.0,20.0,7863
Super built-up  Area,Ready To Move,Makali,1 BHK,485,1.0,1.0,15.0,11004
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1050,2.0,1.0,42.0,5685
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1617,3.0,3.0,66.68,9390
Built-up  Area,Ready To Move,Electronic City,2 BHK,550,1.0,1.0,16.0,6558
Built-up  Area,Ready To Move,RWF West Colony,3 BHK,1384,3.0,2.0,62.28,12932
Super built-up  Area,18-Apr,Devanahalli,2 BHK,1408,2.0,2.0,85.0,14555
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1150,2.0,1.0,49.0,9390
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1410,2.0,2.0,75.0,10863
Built-up  Area,Ready To Move,Kaggadasapura,4 BHK,2150,4.0,1.0,100.0,9592
Super built-up  Area,Ready To Move,Koramangala,3 BHK,2292,4.0,1.0,275.0,11035
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,2006,3.0,,297.0,11892
Built-up  Area,Ready To Move,Maragondanahalli,3 BHK,1508,3.0,2.0,70.25,7108
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1040,2.0,2.0,50.0,10439
Plot  Area,Ready To Move,TC Palaya,2 Bedroom,1240,2.0,1.0,60.0,10776
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1535,3.0,1.0,78.0,12571
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1180,2.0,2.0,75.0,14627
Built-up  Area,Ready To Move,Abbigere,6 Bedroom,2200,6.0,2.0,68.0,7444
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1400,2.0,2.0,78.0,9791
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,500,1.0,1.0,25.0,9311
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4800,4.0,3.0,525.0,10265
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1984,4.0,1.0,146.0,5899
Plot  Area,Ready To Move,Whitefield,4 Bedroom,3000,5.0,3.0,250.0,10265
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1960,3.0,3.0,160.0,5585
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1035,2.0,1.0,45.0,5899
Built-up  Area,Ready To Move,Vibuthipura,4 Bedroom,2150,4.0,1.0,80.0,14486
Built-up  Area,Ready To Move,Whitefield,3 BHK,1700,3.0,2.0,115.0,10265
Super built-up  Area,Ready To Move,Hosakerehalli,4 BHK,3024,5.0,1.0,248.0,7354
Super built-up  Area,21-Jan,Tumkur Road,3 BHK,1586,3.0,1.0,100.0,7446
Built-up  Area,18-May,Hennur,3 Bedroom,2264,,,155.0,13925
Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,2325,4.0,1.0,120.0,4860
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1120,2.0,2.0,55.0,6047
Super built-up  Area,18-Jun,Yelahanka,3 BHK,1440 - 1884,,,67.98,6047
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1128,2.0,2.0,59.0,5899
Plot  Area,Ready To Move,5th Block Hbr Layout,6 Bedroom,1200,6.0,2.0,250.0,12130
Super built-up  Area,Ready To Move,Jigani,2 BHK,924,2.0,2.0,65.0,9450
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,1600,3.0,2.0,52.0,14852
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,1006,2.0,2.0,35.0,7147
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1200,2.0,2.0,55.0,6385
Super built-up  Area,20-Dec,Jalahalli West,2 BHK,1250,2.0,1.0,62.0,13467
Plot  Area,Ready To Move,Defence Layout,3 Bedroom,1200,3.0,1.0,130.0,8249
Built-up  Area,Ready To Move,Kannamangala,2 BHK,957,2.0,1.0,56.0,6027
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1140,2.0,2.0,41.0,10265
Super built-up  Area,Ready To Move,Roopena Agrahara,2 BHK,1050,2.0,1.0,67.0,5679
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1565,3.0,2.0,88.5,13167
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190,2.0,3.0,57.0,10265
Built-up  Area,18-Jan,Whitefield,3 Bedroom,2842,3.0,2.0,162.0,10265
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1558.67,2.0,2.0,65.0,13998
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,630,1.0,1.0,39.0,4189
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1403,2.0,2.0,60.81,10265
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1542,2.0,3.0,85.0,13998
Built-up  Area,Ready To Move,Haralur Road,4 Bedroom,2750,4.0,0.0,220.0,9486
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596,5.0,1.0,290.0,9691
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,1635,2.0,,78.0,12006
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1239,2.0,1.0,53.0,10949
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194,2.0,2.0,47.0,9486
Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,1596,3.0,1.0,105.0,10944
Super built-up  Area,17-Nov,Channasandra,2 BHK,1009,2.0,1.0,38.34,8142
Super built-up  Area,18-Jul,Hosa Road,3 BHK,1726,3.0,2.0,81.99,4391
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1535,3.0,2.0,86.0,12571
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,1300,2.0,1.0,58.5,7506
Plot  Area,Ready To Move,Whitefield,4 Bedroom,3100,4.0,2.0,465.0,10265
Super built-up  Area,Ready To Move,Coconut Garden,3 BHK,1800,3.0,3.0,80.0,11253
Super built-up  Area,19-Dec,Binny Pete,1 BHK,665,1.0,0.0,50.75,8555
Plot  Area,Ready To Move,Chamrajpet,9 Bedroom,4050,7.0,1.0,1200.0,11805
