location,total_sqft,bhk,bath,bath_per_bhk,sqft_per_bhk,price
Ramagondanahalli,1610.0,3,2.0,0.6666666666666666,536.6666666666666,72.1
Kaggalipura,950.0,2,2.0,1.0,475.0,48.73
Maruthi Sevanagar,933.0,2,2.0,1.0,466.5,58.63
Padmanabhanagar,3680.0,5,4.0,0.8,736.0,214.21
Nagavara,2200.0,2,2.0,1.0,1100.0,104.76
T.C PALYA,1200.0,2,2.0,1.0,600.0,75.74
Hennur Road,1165.0,2,2.0,1.0,582.5,70.38
Panathur,1546.0,3,3.0,1.0,515.3333333333334,145.73
Hormavu,965.0,2,2.0,1.0,482.5,45.32
Rachenahalli,1756.0,3,3.0,1.0,585.3333333333334,87.41
Sarjapur  Road,1550.0,3,2.0,0.6666666666666666,516.6666666666666,91.22
Bhoganhalli,1707.0,3,3.0,1.0,569.0,96.34
Hsr layout sector3,1200.0,4,4.0,1.0,300.0,422.9
Suddaguntepalya,830.0,2,2.0,1.0,415.0,32.74
Whitefield,1175.0,2,2.0,1.0,587.5,100.91
Jakkur,1230.0,2,2.0,1.0,615.0,77.75
7th Block Jayanagar,1707.0,3,3.0,1.0,569.0,300.62
Mahadevpura,1192.0,2,2.0,1.0,596.0,54.88
Kanakapura,1560.0,3,2.0,0.6666666666666666,520.0,74.52
Sneha Colony,1050.0,2,2.0,1.0,525.0,72.52
Magadi Road,1200.0,4,4.0,1.0,300.0,59.5
Ulsoor,2700.0,3,3.0,1.0,900.0,334.88
Electronic City,865.0,2,2.0,1.0,432.5,53.66
Begur Road,1160.0,2,2.0,1.0,580.0,84.81
Nagarbhavi,1225.0,2,2.0,1.0,612.5,100.16
Vijaya Bank Layout,2400.0,3,2.0,0.6666666666666666,800.0,138.89
Thanisandra,1411.0,3,3.0,1.0,470.3333333333333,117.69
TC Palaya,1500.0,3,3.0,1.0,500.0,83.04
Whitefield,1170.0,2,2.0,1.0,585.0,103.29
Sarjapur  Road,1826.0,3,3.0,1.0,608.6666666666666,110.22
 Whitefield,905.0,1,1.0,1.0,905.0,49.16
Kothanur,1140.0,2,2.0,1.0,570.0,55.37
Marathahalli,1230.0,2,2.0,1.0,615.0,109.86
Choodasandra,725.0,2,2.0,1.0,362.5,37.58
Hosur Road,1250.0,3,2.0,0.6666666666666666,416.6666666666667,99.58
Nehru Nagar,967.0,2,2.0,1.0,483.5,48.07
Kudlu,1027.0,2,2.0,1.0,513.5,44.96
ITI Layout,1602.0,3,2.0,0.6666666666666666,534.0,99.95
Raja Rajeshwari Nagar,1580.0,3,2.0,0.6666666666666666,526.6666666666666,67.67
Jakkur,1100.0,2,2.0,1.0,550.0,68.61
8th Phase JP Nagar,1455.0,3,3.0,1.0,485.0,66.7
Ramchandrapuram,400.0,1,2.0,2.0,400.0,47.56
BTM 1st Stage,1852.0,3,2.0,0.6666666666666666,617.3333333333334,220.52
Bisuvanahalli,1075.0,3,2.0,0.6666666666666666,358.3333333333333,42.33
Harlur,1200.0,4,4.0,1.0,300.0,120.94
Devanahalli,1260.0,2,2.0,1.0,630.0,62.72
Chikkagubbi,4382.0,4,4.0,1.0,1095.5,416.99
Malleshwaram,2500.0,4,5.0,1.25,625.0,340.18
Hoodi,1258.5,2,2.0,1.0,629.25,117.39
Anjanapura,600.0,1,2.0,2.0,600.0,21.85
Hennur Road,1232.0,2,2.0,1.0,616.0,74.91
Gopalkrishna Nagar,1500.0,3,3.0,1.0,500.0,92.44
Yelahanka,1835.0,3,3.0,1.0,611.6666666666666,152.86
Ananth Nagar,982.0,2,2.0,1.0,491.0,27.94
Hebbal,1985.0,3,4.0,1.3333333333333333,661.6666666666666,202.65
Whitefield,1216.0,2,2.0,1.0,608.0,112.76
Yelahanka,1075.0,3,2.0,0.6666666666666666,358.3333333333333,89.0
Rajaji Nagar,2559.0,3,3.0,1.0,853.0,363.22
7th Phase JP Nagar,1100.0,2,2.0,1.0,550.0,72.56
Anekal,1200.0,2,1.0,0.5,600.0,54.66
Nagondanahalli,1641.0,3,3.0,1.0,547.0,66.46
RMV Extension,1152.0,2,2.0,1.0,576.0,58.42
Hennur Road,1250.0,3,2.0,0.6666666666666666,416.6666666666667,76.42
Whitefield,1400.0,3,2.0,0.6666666666666666,466.6666666666667,126.57
Nagadevanahalli,1350.0,4,4.0,1.0,337.5,75.92
Electronics City Phase 1,1750.0,3,3.0,1.0,583.3333333333334,87.2
Phase 1 Kammasandra,982.0,2,2.0,1.0,491.0,25.42
Jakkur Plantation,1719.0,3,3.0,1.0,573.0,108.23
3rd Block Banashankari,1700.0,4,2.0,0.5,425.0,258.96
Sector 2 HSR Layout,1450.0,3,2.0,0.6666666666666666,483.3333333333333,81.55
Bellandur,850.0,2,2.0,1.0,425.0,82.74
Raghuvanahalli,420.0,1,1.0,1.0,420.0,18.38
Bellandur,1605.0,3,3.0,1.0,535.0,169.18
Sarjapur  Road,1173.0,3,2.0,0.6666666666666666,391.0,67.98
Basavangudi,1650.0,3,3.0,1.0,550.0,154.89
Banaswadi,1600.0,3,3.0,1.0,533.3333333333334,150.48
Uttarahalli,1002.0,2,2.0,1.0,501.0,40.97
Yelahanka,1300.0,2,2.0,1.0,650.0,102.23
7th Phase JP Nagar,1050.0,2,2.0,1.0,525.0,72.63
Bellandur,1299.0,2,2.0,1.0,649.5,131.73
Raja Rajeshwari Nagar,1021.0,3,3.0,1.0,340.3333333333333,45.93
Ananth Nagar,1010.0,2,2.0,1.0,505.0,28.64
Puttanahalli,1076.0,2,2.0,1.0,538.0,51.0
Horamavu Agara,1300.0,3,2.0,0.6666666666666666,433.3333333333333,54.55
Marathahalli,1200.0,2,2.0,1.0,600.0,108.52
Munnekollal,1200.0,2,2.0,1.0,600.0,59.22
Doddathoguru,1015.0,2,2.0,1.0,507.5,35.12
Hennur,1420.0,2,2.0,1.0,710.0,115.66
Whitefield,1195.0,2,2.0,1.0,597.5,106.58
Begur Road,2464.5,4,6.0,1.5,616.125,188.41
Vidyaranyapura,1060.0,2,2.0,1.0,530.0,51.07
Bank Of Baroda Colony,1005.0,2,2.0,1.0,502.5,134.15
Hennur Road,1195.0,2,2.0,1.0,597.5,67.74
Chamrajpet,1475.0,3,2.0,0.6666666666666666,491.6666666666667,128.16
Sarjapur  Road,1850.0,3,3.0,1.0,616.6666666666666,108.63
Chandra Layout,1260.0,3,2.0,0.6666666666666666,420.0,103.8
Sampige Layout,1315.0,2,2.0,1.0,657.5,88.1
Babusapalaya,1611.0,3,2.0,0.6666666666666666,537.0,63.83
HBR Layout,2800.0,3,2.0,0.6666666666666666,933.3333333333334,265.13
Attibele,1639.0,3,2.0,0.6666666666666666,546.3333333333334,92.55
Ananth Nagar,930.0,2,2.0,1.0,465.0,28.24
Electronic City,1060.0,2,2.0,1.0,530.0,61.06
Kodichikkanahalli,1150.0,2,2.0,1.0,575.0,52.84
Bannerghatta Road,1470.0,3,2.0,0.6666666666666666,490.0,135.68
Yelahanka,567.0,1,1.0,1.0,567.0,44.89
Bisuvanahalli,1075.0,3,2.0,0.6666666666666666,358.3333333333333,39.9
Horamavu Agara,1166.0,2,2.0,1.0,583.0,48.03
Padmanabhanagar,1400.0,3,3.0,1.0,466.6666666666667,82.64
Munnekollal,1390.0,3,3.0,1.0,463.3333333333333,63.27
Binny Pete,1282.0,3,3.0,1.0,427.3333333333333,113.82
Bannerghatta Road,1630.0,3,3.0,1.0,543.3333333333334,156.17
cooketown,1800.0,3,3.0,1.0,600.0,190.67
KR Puram,1452.0,3,3.0,1.0,484.0,103.46
Ambedkar Nagar,1935.0,3,4.0,1.3333333333333333,645.0,128.06
Old Madras Road,2010.0,4,3.0,0.75,502.5,125.0
5th Block Hbr Layout,1206.0,2,2.0,1.0,603.0,63.11
Hoodi,1445.0,3,3.0,1.0,481.6666666666667,138.98
Hebbal,3895.0,3,3.0,1.0,1298.3333333333333,406.13
Kengeri Satellite Town,1302.5,2,2.0,1.0,651.25,52.39
R.T. Nagar,1080.0,2,2.0,1.0,540.0,67.21
Kodichikkanahalli,1026.0,2,2.0,1.0,513.0,47.12
Sunkadakatte,2000.0,4,5.0,1.25,500.0,104.84
Old Madras Road,1300.0,2,2.0,1.0,650.0,74.36
Banashankari,1300.0,3,2.0,0.6666666666666666,433.3333333333333,114.4
Old Madras Road,1480.0,3,2.0,0.6666666666666666,493.3333333333333,84.06
Kathriguppe,1335.0,3,2.0,0.6666666666666666,445.0,74.48
Amruthnagar,1000.0,2,2.0,1.0,500.0,51.98
Raja Rajeshwari Nagar,1196.0,2,2.0,1.0,598.0,48.83
Kacharakanahalli,750.0,1,1.0,1.0,750.0,34.72
Electronic City,1160.0,3,2.0,0.6666666666666666,386.6666666666667,72.08
Chandapura,645.0,1,1.0,1.0,645.0,38.41
Malleshpalya,1430.0,3,2.0,0.6666666666666666,476.6666666666667,60.79
CV Raman Nagar,1590.0,3,2.0,0.6666666666666666,530.0,80.66
Electronic City Phase II,1000.0,2,2.0,1.0,500.0,30.17
6th Phase JP Nagar,1192.0,2,2.0,1.0,596.0,78.06
Dollars Colony,7800.0,3,3.0,1.0,2600.0,877.81
Byatarayanapura,650.0,1,1.0,1.0,650.0,41.32
Talaghattapura,2099.0,3,3.0,1.0,699.6666666666666,135.85
Budigere,1820.0,3,3.0,1.0,606.6666666666666,97.92
Sarjapur  Road,1115.0,2,2.0,1.0,557.5,62.19
Whitefield,1330.0,3,2.0,0.6666666666666666,443.3333333333333,120.23
Neeladri Nagar,1167.0,3,2.0,0.6666666666666666,389.0,45.89
Cunningham Road,2880.0,3,3.0,1.0,960.0,582.08
Banashankari,1181.0,2,2.0,1.0,590.5,98.22
Somasundara Palya,1178.0,2,2.0,1.0,589.0,57.92
Chandapura,1200.0,2,2.0,1.0,600.0,73.86
Raja Rajeshwari Nagara,1537.0,3,3.0,1.0,512.3333333333334,80.62
Budigere,1820.0,3,3.0,1.0,606.6666666666666,87.96
Kanakpura Road,1100.0,3,3.0,1.0,366.6666666666667,54.76
Venugopal Reddy Layout,1130.0,2,2.0,1.0,565.0,63.79
Talaghattapura,1856.0,3,3.0,1.0,618.6666666666666,121.29
Thanisandra,2087.0,3,4.0,1.3333333333333333,695.6666666666666,169.4
Jigani,914.0,2,2.0,1.0,457.0,48.84
Channasandra,1800.0,3,3.0,1.0,600.0,63.05
Nagavara,2172.65,4,3.0,0.75,543.1625,112.91
Shivaji Nagar,2176.0,3,3.0,1.0,725.3333333333334,168.31
Balagere,1007.0,2,2.0,1.0,503.5,63.34
Thigalarapalya,1418.0,2,2.0,1.0,709.0,106.18
Bhoganhalli,1395.0,3,2.0,0.6666666666666666,465.0,75.15
Thanisandra,1245.0,2,2.0,1.0,622.5,98.08
OMBR Layout,2400.0,5,5.0,1.0,480.0,159.24
Jalahalli,1405.0,3,2.0,0.6666666666666666,468.3333333333333,89.61
Anandapura,1151.0,2,2.0,1.0,575.5,47.85
Akshaya Nagar,1720.0,3,3.0,1.0,573.3333333333334,146.87
Chandapura,1323.0,3,2.0,0.6666666666666666,441.0,81.42
Yelahanka,1200.0,2,2.0,1.0,600.0,95.63
Satyasaibaba Layout,1190.0,2,2.0,1.0,595.0,42.64
Richmond Town,2230.0,4,4.0,1.0,557.5,380.44
Kanakpura Road,525.0,1,1.0,1.0,525.0,25.79
Yelahanka,1345.0,3,2.0,0.6666666666666666,448.3333333333333,116.26
Sarjapur  Road,1877.0,3,4.0,1.3333333333333333,625.6666666666666,111.78
Sarjapur  Road,1539.0,3,3.0,1.0,513.0,85.89
Hennur Road,1831.0,3,3.0,1.0,610.3333333333334,118.1
Varthur,1560.0,3,3.0,1.0,520.0,143.63
Bellandur,1051.0,2,2.0,1.0,525.5,101.39
Whitefield,1541.0,3,3.0,1.0,513.6666666666666,138.89
Panathur,1370.0,3,2.0,0.6666666666666666,456.6666666666667,135.88
Achins Road,2100.0,7,7.0,1.0,300.0,458.12
Chikkalasandra,875.0,2,2.0,1.0,437.5,36.14
Yelahanka,1065.0,2,2.0,1.0,532.5,81.49
KR Puram,1015.0,2,2.0,1.0,507.5,67.19
8th Phase JP Nagar,1504.0,3,2.0,0.6666666666666666,501.3333333333333,73.26
Kaval Byrasandra,1200.0,2,2.0,1.0,600.0,58.25
Chandapura,985.0,2,2.0,1.0,492.5,58.86
Dodda Nekkundi,1100.0,2,2.0,1.0,550.0,46.57
Subramanyapura,985.0,2,2.0,1.0,492.5,54.02
Kudlu,1143.0,2,2.0,1.0,571.5,47.03
Tala Cauvery Layout,1580.0,3,3.0,1.0,526.6666666666666,103.92
Hosur Road,1175.0,3,2.0,0.6666666666666666,391.6666666666667,97.8
Electronic City Phase II,1400.0,3,2.0,0.6666666666666666,466.6666666666667,41.85
7th Phase JP Nagar,1050.0,2,2.0,1.0,525.0,70.63
Yelahanka,1616.0,3,3.0,1.0,538.6666666666666,137.09
 Electronic City,435.0,1,1.0,1.0,435.0,20.12
Kodihalli,2408.0,3,4.0,1.3333333333333333,802.6666666666666,259.56
Koramangala,1320.0,2,2.0,1.0,660.0,178.98
3rd Phase Iti Layout,1145.0,2,2.0,1.0,572.5,64.8
Jakkur,2423.0,3,4.0,1.3333333333333333,807.6666666666666,155.1
Ashwathnagar,936.0,2,2.0,1.0,468.0,44.2
4th Block Jayanagar,2240.0,7,4.0,0.5714285714285714,320.0,290.21
Babusapalaya,1105.0,2,2.0,1.0,552.5,40.92
Harlur,1532.0,2,2.0,1.0,766.0,147.55
Electronic City,755.0,2,1.0,0.5,377.5,42.77
KR Puram,1001.0,2,2.0,1.0,500.5,68.65
Gunjur,1457.0,2,2.0,1.0,728.5,64.04
7th Phase JP Nagar,750.0,1,1.0,1.0,750.0,48.82
Marathahalli,1780.0,4,4.0,1.0,445.0,171.25
Whitefield,2268.0,4,3.0,0.75,567.0,214.39
Chennappa Layout,1050.0,2,2.0,1.0,525.0,41.91
Electronic City,1800.0,4,3.0,0.75,450.0,112.23
Amruthahalli,4400.0,2,3.0,1.5,2200.0,218.11
Ramaswamy Palya - Kammanahalli Main Road,1200.0,4,4.0,1.0,300.0,228.35
9th Phase JP Nagar,835.0,2,2.0,1.0,417.5,40.11
Panathur,1205.0,2,2.0,1.0,602.5,115.35
VGP Layout,2108.0,3,3.0,1.0,702.6666666666666,92.75
Kaikondrahalli,1000.0,2,2.0,1.0,500.0,64.53
Tindlu,1050.0,2,2.0,1.0,525.0,53.81
Thanisandra,2050.0,3,3.0,1.0,683.3333333333334,167.79
Old Madras Road,1350.0,3,3.0,1.0,450.0,78.85
Kamala Nagar,1000.0,2,2.0,1.0,500.0,68.14
Whitefield,4075.0,4,5.0,1.25,1018.75,398.98
Hoodi,1715.0,3,2.0,0.6666666666666666,571.6666666666666,157.13
Attibele,400.0,1,1.0,1.0,400.0,21.11
 Devarabeesana Halli,1672.0,3,3.0,1.0,557.3333333333334,148.16
Kudlu,1027.0,2,2.0,1.0,513.5,43.67
9th Phase JP Nagar,660.0,2,2.0,1.0,330.0,31.38
Kathreguppe,3200.0,4,4.0,1.0,800.0,1240.61
Jigani,1252.0,3,3.0,1.0,417.3333333333333,63.73
Bommasandra,920.0,2,2.0,1.0,460.0,36.18
Haralur Road,1243.0,2,2.0,1.0,621.5,124.4
Electronic City,1200.0,3,3.0,1.0,400.0,74.88
Ramagondanahalli,1635.0,3,3.0,1.0,545.0,72.84
Hebbal Kempapura,1300.0,2,2.0,1.0,650.0,115.95
Lingadheeranahalli,2236.0,4,4.0,1.0,559.0,158.26
Balagere,656.0,1,1.0,1.0,656.0,40.81
Raja Rajeshwari Nagar,1625.0,3,2.0,0.6666666666666666,541.6666666666666,69.08
Sarjapur  Road,1300.0,3,3.0,1.0,433.3333333333333,78.78
Billekahalli,1672.0,4,3.0,0.75,418.0,97.59
Basavangudi,1560.0,2,2.0,1.0,780.0,155.47
Shirdi Sai Nagar,1200.0,3,3.0,1.0,400.0,90.14
Amruthahalli,1450.0,3,2.0,0.6666666666666666,483.3333333333333,72.57
Kanakpura Road,381.0,1,1.0,1.0,381.0,18.17
 Devarabeesana Halli,1296.0,2,2.0,1.0,648.0,111.4
"Banashankari 6th Stage ,Subramanyapura",1690.0,3,3.0,1.0,563.3333333333334,111.17
SK Garden,1850.0,6,3.0,0.5,308.3333333333333,188.98
Somasundara Palya,1200.0,2,2.0,1.0,600.0,62.84
4th T block Jayanagar,3900.0,4,4.0,1.0,975.0,368.39
Malleshwaram,5500.0,4,5.0,1.25,1375.0,759.16
Bannerghatta Road,905.0,2,2.0,1.0,452.5,83.19
Kaggalipura,700.0,1,1.0,1.0,700.0,34.85
6th Block Jayanagar,2100.0,3,4.0,1.3333333333333333,700.0,263.76
Electronic City,605.0,1,1.0,1.0,605.0,35.89
7th Phase JP Nagar,3200.0,4,4.0,1.0,800.0,231.36
Yelahanka,1711.0,3,3.0,1.0,570.3333333333334,139.67
Pai Layout,1500.0,3,2.0,0.6666666666666666,500.0,65.43
Doddagubbi,1200.0,4,4.0,1.0,300.0,62.23
Whitefield,1150.0,2,2.0,1.0,575.0,100.88
Varthur,1402.0,2,2.0,1.0,701.0,124.47
Harlur,1710.0,3,3.0,1.0,570.0,171.27
Hennur Road,973.0,2,2.0,1.0,486.5,58.04
Dasarahalli,1220.0,2,2.0,1.0,610.0,81.04
Anekal - Hosur Road,2400.0,4,5.0,1.25,600.0,148.37
Kashi Nagar,1190.0,2,2.0,1.0,595.0,50.0
Bannerghatta Road,1400.0,3,3.0,1.0,466.6666666666667,131.61
Talaghattapura,1257.0,3,2.0,0.6666666666666666,419.0,81.54
Singena Agrahara,1500.0,3,3.0,1.0,500.0,111.57
Judicial Layout,2400.0,4,4.0,1.0,600.0,192.65
Hebbal,2790.0,4,5.0,1.25,697.5,283.05
Sarjapur  Road,1693.0,3,3.0,1.0,564.3333333333334,98.63
Magadi Road,1322.0,3,2.0,0.6666666666666666,440.6666666666667,61.06
Bannerghatta Road,1050.0,2,2.0,1.0,525.0,97.52
ITI Layout,1602.0,3,2.0,0.6666666666666666,534.0,99.56
Tejaswini Nagar,1410.0,3,2.0,0.6666666666666666,470.0,56.89
Channasandra,4278.0,7,7.0,1.0,611.1428571428571,174.46
7th Phase JP Nagar,1415.0,3,3.0,1.0,471.6666666666667,95.61
Narayana Nagar 1st Block,1471.0,3,2.0,0.6666666666666666,490.3333333333333,70.92
Dollar Scheme Colony,3463.0,4,6.0,1.5,865.75,313.12
Hebbal,985.0,2,2.0,1.0,492.5,103.38
Hosapalya,600.0,1,1.0,1.0,600.0,22.48
Doddanekundi,1760.0,3,3.0,1.0,586.6666666666666,115.68
Vittasandra,1404.0,2,2.0,1.0,702.0,69.16
Sarjapur  Road,1400.0,3,3.0,1.0,466.6666666666667,74.75
Udayapur Village,1440.0,3,2.0,0.6666666666666666,480.0,63.68
Ardendale,2062.0,4,3.0,0.75,515.5,120.07
Reliable Woods Layout,1306.0,3,2.0,0.6666666666666666,435.3333333333333,56.85
Kundalahalli,1724.0,3,3.0,1.0,574.6666666666666,122.59
KR Puram,2500.0,6,6.0,1.0,416.6666666666667,196.5
Vayunandana Layout,2400.0,5,5.0,1.0,480.0,137.62
Electronic City,1258.0,2,2.0,1.0,629.0,75.48
Chandapura,1230.0,3,2.0,0.6666666666666666,410.0,72.79
Hoodi,1655.0,3,3.0,1.0,551.6666666666666,164.94
Varthur,1097.0,2,2.0,1.0,548.5,94.75
Kaggadasapura,1106.0,2,2.0,1.0,553.0,99.31
Hosur Road,1145.0,3,2.0,0.6666666666666666,381.6666666666667,97.81
Laxmi Sagar Layout,1140.0,2,2.0,1.0,570.0,85.22
Shanthala Nagar,1600.0,3,3.0,1.0,533.3333333333334,221.18
Sanjay nagar,1000.0,2,2.0,1.0,500.0,64.81
Ramakrishnappa Layout,630.0,1,2.0,2.0,630.0,72.25
Ulsoor,2135.0,3,3.0,1.0,711.6666666666666,267.41
Raja Rajeshwari Nagar,1580.0,3,3.0,1.0,526.6666666666666,71.37
Basaveshwara Nagar,4500.0,5,5.0,1.0,900.0,385.34
7th Phase JP Nagar,1450.0,3,3.0,1.0,483.3333333333333,99.88
7th Phase JP Nagar,1175.0,2,2.0,1.0,587.5,77.37
Bellandur,1088.0,2,2.0,1.0,544.0,111.11
Vijayanagar,1527.0,3,3.0,1.0,509.0,137.8
Talaghattapura,1372.0,3,2.0,0.6666666666666666,457.3333333333333,86.94
ITPL,850.0,2,2.0,1.0,425.0,39.39
Whitefield,4400.0,4,5.0,1.25,1100.0,413.03
Adarsh Nagar,1270.0,2,2.0,1.0,635.0,51.02
NRI Layout,2150.0,4,4.0,1.0,537.5,119.95
Pai Layout,1600.0,3,2.0,0.6666666666666666,533.3333333333334,68.88
CV Raman Nagar,1435.0,3,2.0,0.6666666666666666,478.3333333333333,70.72
Haralur Road,1243.0,2,2.0,1.0,621.5,120.36
Kaveri Nagar,1900.0,3,3.0,1.0,633.3333333333334,116.38
Bharat Nagar,1500.0,3,4.0,1.3333333333333333,500.0,186.09
Kereguddadahalli,1000.0,2,2.0,1.0,500.0,32.1
Haralur Road,1850.0,3,3.0,1.0,616.6666666666666,174.86
Subramanyapura,1800.0,3,3.0,1.0,600.0,98.93
Jigani,1453.0,4,4.0,1.0,363.25,85.25
Varthur Road,1300.0,4,3.0,0.75,325.0,56.93
Chandapura,922.0,2,2.0,1.0,461.0,56.61
Subramanyapura,1313.0,2,2.0,1.0,656.5,68.6
Yelahanka,2317.0,3,4.0,1.3333333333333333,772.3333333333334,191.59
Thigalarapalya,1418.0,2,2.0,1.0,709.0,107.88
Indira Nagar,2400.0,4,4.0,1.0,600.0,302.69
Hormavu,860.0,2,2.0,1.0,430.0,39.47
Sarjapur  Road,1308.0,2,2.0,1.0,654.0,74.94
Electronic City,1125.0,2,2.0,1.0,562.5,60.59
Kamakshipalya,1155.0,3,2.0,0.6666666666666666,385.0,76.58
Uttarahalli,1037.0,2,2.0,1.0,518.5,41.93
Old Madras Road,2640.0,3,5.0,1.6666666666666667,880.0,153.33
Kaggadasapura,1500.0,3,2.0,0.6666666666666666,500.0,138.21
NTI Layout,1200.0,2,2.0,1.0,600.0,51.9
Kodigehaali,1600.0,4,3.0,0.75,400.0,81.44
Whitefield,1340.0,2,2.0,1.0,670.0,123.29
Nallurhalli,1265.0,2,2.0,1.0,632.5,68.45
Raja Rajeshwari Nagar,1030.0,2,2.0,1.0,515.0,41.2
Hoodi,1430.0,2,2.0,1.0,715.0,128.7
Hormavu,1200.0,2,2.0,1.0,600.0,57.86
Laggere,1800.0,5,5.0,1.0,360.0,141.28
Hebbal,3450.0,3,5.0,1.6666666666666667,1150.0,351.9
Anjanapura,1076.0,2,2.0,1.0,538.0,37.14
Kothannur,1240.0,3,2.0,0.6666666666666666,413.3333333333333,49.85
Jakkuru Layout,1340.0,2,2.0,1.0,670.0,57.98
OMBR Layout,2400.0,4,4.0,1.0,600.0,157.75
Munnekollal,1200.0,3,2.0,0.6666666666666666,400.0,59.65
Banashankari Stage V,1650.0,3,3.0,1.0,550.0,60.56
Kalyan nagar,820.0,2,2.0,1.0,410.0,44.39
Attibele,550.0,1,1.0,1.0,550.0,31.22
Nelamangala,820.0,2,2.0,1.0,410.0,28.78
Green Glen Layout,1750.0,3,3.0,1.0,583.3333333333334,116.92
Hoodi,1050.0,2,2.0,1.0,525.0,93.65
BTM 1st Stage,375.0,1,1.0,1.0,375.0,40.82
ISRO Layout,1050.0,2,2.0,1.0,525.0,64.26
Thanisandra,1296.0,2,2.0,1.0,648.0,105.07
Haralur Road,1243.0,2,2.0,1.0,621.5,124.55
Kathriguppe,1250.0,3,2.0,0.6666666666666666,416.6666666666667,74.28
Choodasandra,1197.0,2,2.0,1.0,598.5,59.34
Chokkahalli,2000.0,3,3.0,1.0,666.6666666666666,92.94
Hoodi,711.0,1,1.0,1.0,711.0,65.11
TC Palaya,1200.0,3,2.0,0.6666666666666666,400.0,67.58
Uttarahalli,1425.0,3,2.0,0.6666666666666666,475.0,57.09
Aavalahalli,1180.0,2,2.0,1.0,590.0,43.55
Electronic City,1200.0,2,2.0,1.0,600.0,67.28
Bellandur,1170.0,2,2.0,1.0,585.0,115.1
Hegde Nagar,1847.0,3,3.0,1.0,615.6666666666666,126.65
Hoodi,1660.0,3,3.0,1.0,553.3333333333334,156.6
Begur Road,1634.0,3,3.0,1.0,544.6666666666666,122.55
Rachenahalli,690.0,1,1.0,1.0,690.0,35.21
Begur Road,1358.0,2,2.0,1.0,679.0,94.07
Bannerghatta Road,1150.0,2,2.0,1.0,575.0,98.18
Electronic City,1060.0,2,2.0,1.0,530.0,61.91
Hennur Road,1200.0,2,2.0,1.0,600.0,69.83
"Kirloskar layout, Basaveshwarnagar",1200.0,2,2.0,1.0,600.0,47.45
Doddakammanahalli,1409.0,3,2.0,0.6666666666666666,469.6666666666667,66.53
Billekahalli,1935.0,3,3.0,1.0,645.0,112.19
Uttarahalli,1125.0,2,2.0,1.0,562.5,43.99
Yelahanka,1721.0,3,3.0,1.0,573.6666666666666,141.95
Basavanagara,1428.0,3,2.0,0.6666666666666666,476.0,74.9
Anjappa Layout,1348.0,2,2.0,1.0,674.0,99.42
Dena Bank Colony,1100.0,2,2.0,1.0,550.0,63.03
Kanakpura Road,1299.0,2,2.0,1.0,649.5,69.96
Thigalarapalya,2072.0,3,4.0,1.3333333333333333,690.6666666666666,157.04
Electronic City,1449.0,3,3.0,1.0,483.0,91.07
Yelahanka,2912.5,4,6.0,1.5,728.125,247.42
7th Phase JP Nagar,1080.0,2,2.0,1.0,540.0,69.48
Kaggalipura,1150.0,3,2.0,0.6666666666666666,383.3333333333333,64.96
HAL 2nd Stage,2400.0,4,4.0,1.0,600.0,499.99
Sarakki Nagar,1200.0,4,4.0,1.0,300.0,139.94
Sarjapur  Road,2758.0,4,4.0,1.0,689.5,165.73
Jigani,1200.0,3,3.0,1.0,400.0,69.95
Anandapura,900.0,2,2.0,1.0,450.0,36.59
Iblur Village,3596.0,4,5.0,1.25,899.0,274.55
Electronics City Phase 1,995.0,2,2.0,1.0,497.5,51.89
Jigani,1221.0,3,3.0,1.0,407.0,66.59
CV Raman Nagar,1525.0,3,2.0,0.6666666666666666,508.3333333333333,78.11
Singasandra,3366.0,4,4.0,1.0,841.5,167.8
Ramagondanahalli,1125.0,2,2.0,1.0,562.5,48.04
Ardendale,1100.0,2,2.0,1.0,550.0,64.13
4th Block Koramangala,3400.0,4,6.0,1.5,850.0,445.94
Ganga Nagar,1200.0,2,3.0,1.5,600.0,79.48
Rajaji Nagar,1268.0,2,2.0,1.0,634.0,176.81
Uttarahalli,1175.0,2,2.0,1.0,587.5,49.12
Marathahalli,1785.0,3,3.0,1.0,595.0,169.18
Pampa Extension,993.0,2,2.0,1.0,496.5,68.8
8th Phase JP Nagar,1080.0,2,2.0,1.0,540.0,48.44
Shauhardha Layout,509.0,1,1.0,1.0,509.0,19.37
Bikasipura,1654.0,3,3.0,1.0,551.3333333333334,92.38
Vidyaranyapura,1000.0,2,2.0,1.0,500.0,47.16
Bellandur,1410.0,2,3.0,1.5,705.0,139.2
Sarjapur  Road,1380.0,3,2.0,0.6666666666666666,460.0,82.52
Ananth Nagar,810.0,2,2.0,1.0,405.0,23.75
Hiremath Layout,1490.0,3,2.0,0.6666666666666666,496.6666666666667,73.98
Whitefield,2400.0,4,4.0,1.0,600.0,243.7
Ganga Nagar,1112.0,2,2.0,1.0,556.0,71.75
Anekal,888.0,2,2.0,1.0,444.0,39.68
Milk Colony,1200.0,4,4.0,1.0,300.0,273.46
Sompura,1025.0,3,2.0,0.6666666666666666,341.6666666666667,40.65
Chandapura,645.0,1,1.0,1.0,645.0,38.28
Raja Rajeshwari Nagar,1303.0,2,2.0,1.0,651.5,54.15
Vittasandra,1246.0,2,2.0,1.0,623.0,66.7
